id,ind_text,tgt_text
emot-train-849,Jadi happy nya gue tuh justru buat hal yg simple2 Sesimple ngeliat panah yang buat nunjukin bensin motor (apaansi namanya) gerak ke arah full,Jada sanang tu mala biking hal yang sederhana2 Kaya lia pana yang kas tunju bensin di motor (akang su nama apa lai) bagara ka ara fol
emot-train-786,"Duh jd cerita kmana2.. Intinya yaa, klo kita slalu bersyukur.. slalu mrasa cukup, pasrah tp ikhtiar kenceng, slalu adaaa aja hal yg bkin kita merasa beruntung di tengah2 tantangan hidup yg semakin tinggi.. dan doa ortu adalah yg paling utama..","Ado jadi carita kamanamana.. Akang inti too, kalo katong basukur.. slalu rasa cukup, pasra mar tatap iktiar kancang, slalu ada sa barang yang biking katong rasa hoki di tengatenga hidup pung tantangan yang tamba tinggi.. deng orang tatua pung doa tu lai yang utama.."
emot-test-379,"Nelfon cs [USERNAME] disuruh tunggu untuk buat pelaporan, 7 menit and still go on tanpa kabar dari cs, cuma disuruh tunggu. Ngapain? Lama banget. Aneh","telpon cs [USERNAME] dapa suru tunggu par bikin laporan, ada 7 menit su bajalang seng ada kabar dar cs, cuma dapa suru tunggu. Biking apa? Paleng lama. Ane"
emot-train-610,"Ndk apa2 miss, semangat bawa mereka untuk konser selanjutnya ya. Dan terima kasih prjuangannya tahun ini, Semangat Miss kita semua menunggu","Seng apapa Miss, samangat bawa dong par konser abis ini e. Deng dangke lai perjuangan taong ini, Semangat e Miss, katong samua tunggu"
indolem-train-523,Demokrat siap bekerjasama dengan PAN: Partai Demokrat mengucapkan selamat kepada Partai Amanat Nas... http://bit.ly/1C9qCDW  Antara News,Demokrat su siap bekerjasama deng PAN: Partai Demokrat nbilang slamat par Partai Amanat Nas... http://bit.ly/1C9qCDW  Antara News
emot-train-1887,"[USERNAME] Hahaha samaa, aku bgitu ngliat oppa2 kore lgsg pgen bljr korea, nntn drama barat lgsg pgen bsa lncr english,ngliat bny ama mewart lgsg pgen bljr bhsa thai wkwkwlw","[USERNAME] Hahaha parsisss, beta pas lia kakakaka korea ni langsung mau blajar korea, nonton drama barat langsung bisa jago bicara inggris, lia bny deng mewart la langsung mo blajar bahasa tailand wkwkwkw"
emot-validation-243,"[USERNAME] Akhirnya kutemui kembali, lelaki yg sekian tahun lalu gagal aku dekati, Ketika tahun ini ingin memperjuangkan cinta kembali ternyata kau sudah ada calon untuk kau nikahi","[USERNAME] Akirnya beta bakudapa lai, laki-laki yang su brapa taong lalu beta gagal par dekat, Pas toang ini mo barjuang par cinta lai ternyata se su ada calon par maso minta"
indolem-train-2045,"Sok-sok kasih orang perhatian baru dirina sj nda pernah naperhatikan, kasih ingat orang makan baru dia saja belum makan!! apatong!!","So-so kasi orang perhatian baru dia sa seng pernah pernah dapa akang, kasi inga orang makang baru dia sa balom par makang!!bagemana tu!!"
indolem-train-3615,Seorang pemain mendadak pergi dari klub Eropa: http://goo.gl/90t0QJ  Dapat ancaman serius dari fans!,Saorang pemain tibatiba pi dar Klub Eropa: http://goo.gl/90t0QJ  dapa ancaman srius dar fens!
indolem-validation-255,"Kalo itinerary ke seputaran Seminyak, tempat nya OK dan relatif deket kmn2. Kamar mandi perlu ditingkatkan kebersihan nya, selain itu OK","Kalo rencana perjalanan ka Sminyak situ, akang pung tampa OK deng lumayan dekat kalo mai pi pi. Kamar mandi musti dapa tingkatkan akang pung kebersihan, selain itu su OK"
indolem-train-1397,"kamar luas dan rapi, tapi sayang untuk tv kebetulan sedang jelek sinyalnya dan minta ganti ke kamar yg lain yg memiliki sinyal bagus tidak di perbolehkan karena pesan dari airy rooms dan tidak tersedia wifi",kamar basar deng rapi mar sayang par tv kebetulan ada sinyal jelek deng minta ganti ka kamar laeng yang pung sinyal labe bae seng bole barang pasang dar airy rooms deng seng ada wifi
indolem-train-3165,"Kamar bau, seprei dan sarung bantal bauk sekali (bau keringat tidak diganti). Handuk tidak disediakan, hujan 2 jam depan banjir tidak bisa dilewati","Kamar bobou, sprei deng sarong bantal paleng abis bobou (bobou karingat seng dapa ganti). Handok seng dapa kasi, ujang 2 jam di muka balandong seng bisa lewat"
indolem-test-458,"Saiki ra mempan! RT @tribunnews: Hadapi Pilkada Serentak, PDIP Tidak Lagi Manfaatkan Jokowi Effect http://www.tribunnews.com/nasional/2015/02/21/hadapi-pilkada-serentak-pdip-tidak-lagi-manfaatkan-jokowi-effect/ ? via @tribunnews","Skarang tar mempant! RT @tribunnews: Hadapi Pilkada Serentak, PDIP Seng Pake Efek Jokowi Lai http://www.tribunnews.com/nasional/2015/02/21/hadapi-pilkada-serentak-pdip-tidak-lagi-manfaatkan-jokowi-effect/ ? via @tribunnews"
emot-train-1424,"National Monument . Monas, hanya bejarak sekian ratus meter dan terlihat setiap hari dari kantor tapi menyentuh dinding pagarnya pun belum pernah ....","Monumen Nasional . Monas, cuma jarak brapa ratus meter la dapa lia tiap hari dar kantor mar sonto akang pung pagar sa blom parna ...."
indolem-train-2515,"Makin lama  Kau kenal aku, Makin banyak Kekurangan yang Kau akan nampak. Masa tu, Kau ada dua pilihan. """"Nak pergi atau tetap dengan aku","Tamba lama Se kanal beta, tamba banya beta pung tarbae yagn se bisa lia. Pas itu, se ada dua pilihan. """"Mo pi ka tetap deng beta"
indolem-test-568,bagus cuma wifi tidak bisa dan kamar mandi agak sedikit kotor.  breakfastnya enak sekaliiiiii,bagus mar wifi seng jadi deng kamar mandi ada sadiki badaki. makang pagi sadap skaliiiiii
indolem-train-2195,pegawai kurang ramah,pegawai seng tlalu rama
indolem-train-3359,"pengalaman hotel terburuk, pintu hotel jelek, ac tua kurang berfungsi, 1 hari pertama tidak disediakan selimut, selimut juga kotor, sprai dan tempat tidur kotor, tempat tidur juga ga spring bed, ventilasi wc jelek, jadi bau, air kotor, lantai kayu, tv kecil lama tidak terurus, pelayanan juga tidak memuaskan, hotel airy terburuk yang pernah ada.","pengalaman hotel paleng tarbae, pintu hotel tarbae, ac tua seng tlalu jadi, 1 hari pertama seng dapa kasi selimut, selimut jua badaki, sprei deng tampa tidur badaki, tampa tidor jua seng ada springbed, ventilasi wc tarbae, jadi bobou, air badaki, late kayu, tv kacil lama seng dapa urus, pelayanan jua seng bae, hotel airy paleng tarbae yang pernah ada.. "
emot-train-2405,"Yang sombong sudah pasti adaa aja balesannya. Karna tuhan gak tidur. Heran sama temen organisasi yang nge(sok) banget. Dibilangin mau dibantu nyari sponsor, katanya GAUSA, uda ada semua. Aku punya link mbak. Ga cuma ngomong doang. Eh dia gak mau.","Yang biking diri su pasti ada yang balas sa. Barang Tuhan tu seng tidor. Heran deng tamang organisasi yang paleng biking diri. Dapa bilang mo bantu cari sponsor, ana tu bilang SENG USA, su ada samua. Beta pung koneksi kaks. Seng cuma asal bunyi sa. E dia seng mau. "
indolem-train-2243,"Kamarnya kotor, bau, kasurnya banyak kutu.","Akang pung kamar kotor, bobou, kasur pono kutu"
emot-train-1072,"[USERNAME] It claims to be penggantinya pet soc gitulo mas.... tapi yg bikin mencurigakan, update medsos ga jelas dan gak sering, q takut ini cuma hoax","[USERNAME] dong bilang itu pengganti petsoc bagitu.... mar yang biking curiga ni, dong di medsos seng sering update deng seng jelas, beta ada taku ini ni cuma parlente"
indolem-train-1484,"Kamar bersih. Jadwal breakfast biasanya 07.00, ini belum ada apa2. Shower mati. Handuk tidak ada. Dan wifi ngadat. Kecewa.","Kamar barsi. Jadwal makang pagi tu biasa jam 07.00, mar ini blom ada apapa. Shower mati. Handok seng ada. Deng wifi lola. Kacewa."
emot-train-1878,"Dia taruh jari telunjuknya di jidatku ""mangkanya! Beli susu tuh diminum, vitaminnya jangan kelewat! Kan ribet kalo mau jalan ke tempat umum tapi kamunya baru jalan 5menit udah kliyengan"" Aku senyum senyum sayang heheu","Dia taro dia pung jari telunjuk di beta testa ""makanya! Bali susu tu minom akang, vitamin lai jang dapa lewat! Kan ribet kalo mo jalang ka tampa umum tapi senya baru bajalang 5 menit su babingong"" Beta senyum-senyum sayang heheu"
indolem-test-40,"Yay, waktunya makan siang nih AdaDiskoners! Yuk istirahat dulu sebelum kembali beraktivitas! :D","Yay, su waktu makang siang ni AdaDiskoners! Mari istirahat dolo baru aktivitas lai kombali! :D"
emot-train-3119,"Yoi, munafik sdh paling bener. Ga ada dalam sejarah para bangsat penjual agama bisa dengan jujur mengakui fakta dilapangan, semua diputarbalikan , susah kl minum kencing onta kebanyakan gt lah.","Yoi, munafik su paleng btul. Seng ada dar dolo orang-orang bangsat tukang jual agama bisa jujur akui fakta di tampa kajadiang, samua dong putar bale abis, susa kalo tlalu banya minum onta pung kincing bgitu sudah. "
indolem-validation-219,kamar nyaman.. sayang wifi nya lemot..,kamar enak.. mar wifi lola..
indolem-train-3392,ICW dan Golkar Tolak BG Masuk Kabinet atau Wakapolri http://ift.tt/1FGWfG2,ICW deng Golkar Tola BG Maso Kabinet ato Wakapolri http://ift.tt/1FGWfG2
indolem-train-1252,Sprei kamar kotor seperti baru dipakai dan ga diganti. Wifi juga ga dapet ke ruangan yg saya tempati,Sprei kamar badaki kaya baru pake la seng dapa ganti. Wifi jua seng sampe ka ruangan yang beta di situ. 
indolem-test-963,ac nya sering mati sendiri,akang pung ac sring mati sandiri
emot-test-289,[SENSITIVE-NO] no saya yg ke 4 signal 4g full sudah dari kemarin malam problem lokasi di jalan raya legian no 88 sudah di ganti isp lain nya dan restart hp juga ga bisa buka apa apa tolong di bantu [USERNAME],"[SENSITIVE-NO] beta nomor yang kaampa sinyal 4G pono mar su dar kamareng malam masalah lokasi di jalan raya legian no. 88 su dapa ganti isp laeng deng restart hp jua seng bisa buka apapa, tolong bantu jua [USERNAME] "
indolem-train-2207,"all perfect, hanya kurang informatif untuk wifi dan nomor operator yg dpt dihubungi","samua pas suda, cuma kurang info par wifi deng operator pung nomor yang bisa kontak"
emot-validation-253,[USERNAME] [USERNAME] [USERNAME] Negara mana didunia ini yg bisa memendam liberalisme? Afganistan? Pakistan? Iran? Termasuk negara maju ga mereka sekarang? Negara mana yg masih menggunakan khilafah?,[USERNAME] [USERNAME] [USERNAME] Negara mana di dunia ni yang bisa kasilang liberalisme? Afganistan? Pakistan? Iran? Dong su maso negara maju seng skarang? Negara mana yang masi pake khilafah?
indolem-train-2604,"Remote ac ga ada, bingung nyari mbanya malem2","ac pung remote seng ada, bingong cari kaka-kaka tu malam-malam"
indolem-train-1147,"Angket Ahok. Gerindra & PG saya paham punya sejarah ditinggalkan. Partai2 Islam..paham jugalah. Tapi PDIP, Hanura, Nasdem? #gagalpaham saya","Angket Ahok. Gerindra & PG beta mangarti akang pung histori dapa kastinggal. Parte2 Islam.. mangarti la. Mar PDIP, Hanura, Nasdem? #gagalpaham beta"
emot-train-3060,Yg serem tuh pas ke dapur katanya mau masak. Jd berusaha nyalain kompor. Kan palaur. Trs diajak duduk lg. Akhirnya sekitar jam 12an mulai diem ga gratak tangannya. Berkat drama india di antv. Tapi masih blm full nyambung kalo diajak ngomong.,"yang seram tu pas pi dapur kata mau masak. Jadi usaha par kas nyala kompor, kan resiko. Trus dapa ajak dudu  lai. Akirnya pas jam 12an bgitu mulai diam seng babunyi dia tangan. Tagal drama india di antc. Tapi masih blom mngarti kalo dapa ajak bacarita. "
indolem-train-3501,Kamar mandi bau bangeett... Breakfast tidak enak makannannya... Perlu ditingkatkan lagi pelayanannya..,kamar mandi paleng bobouu.. Makang pagi jua tarenak... Musti kastingkat akang pung pelayanan lai..
emot-train-69,sini berobat sama saya ini ngantri dokter saja sudah kek mau ngantri sembako panjang bener~,sini barobat deng beta ni antre dokter sa su kaya mo antre sembako paleng panjang~
emot-train-316,[USERNAME] [USERNAME] [USERNAME] Lebay...tidak ada urusan dengan agama ini...tapi murni keinginan orang2 Mongol untuk menyatukan dunia dibawah Khan Agung!,[USERNAME] [USERNAME] [USERNAME] Tlalu labe... seng ada urusan deng agama ni... tapi btul cuma orang-orang pung mau par kas satu dunia di bawa Khan Agung!
indolem-train-3575,slow respon..not hospitality Staff..pegawai sering gk ad d tempat..kolam renang kotor,respon lama..bukan staf yang bagian pelayanan.. pegawai suka seng ada di tamba..kolam brenang badaki
emot-train-690,nah diam lebih bagus yaudah saya diam saja deh -_- kepo deh memang tadi kemna haha,nah diam labe bae la beta badiam sa jua -_- kepo e tadi kamana barang haha
indolem-test-965,"Pada tahun 1962, sekolah di Tanganyika ditutup karena suatu kejadian yaitu epidemi tawa (ketawa menular) yang berlangsung selama 6 bulan.","Pas taong 1962, skola di Tanganyika dapa tutup tagal kajadian satu tu epidemi tatawa (tatawa batular) akang ada par 6 bulang."
indolem-train-887,Sekarang Isi Ulang Kartu e-Money Bisa Lewat HP http://tinyurl.com/nk7s34y,Skarang par Isi Ulang Kartu e-Money Su bisa Pake HP http://tinyurl.com/nk7s34y
indolem-train-2171,Malem minggu? Ohh.. yaudahh dirumah aja ditemani aa afgan yaa kan.. *biasanyajugagimnasihmbloo* ? [pic] ? https://path.com/p/1A7l97,Malam minggu? Ohh.. yasuda di ruma sa dapa batamang dar kaka afgan to.. *biasabagemanaadajomblo* ?  [pic] ? https://path.com/p/1A7l97
indolem-train-40,Gue percaya banget pemilihan stasiun radio itu personal. Kalau naik mobil orang pasti jarang yg minta gantiin stasiun,Beta parcaya skali pili stasiun radio tu masingmasing orang. Kalo nai orang oto pasti seng banya yang minta ganti akang stasiun
emot-train-1303,"itu pesan masuknya udah sexual harrasement sih, dan itu sesuatu yang gak bisa dibilang biasa aja. di budaya yang paham Patriarki nya tinggi memang hal itu keliatan gak penting, tapi coba yang diperlakukan begitu saudari kalian, temen, atau pacar? - ttp semangat Gita &amp","Itu pesan tu su maso pelecehan seksual la, deng itu seng bisa bilang akang biasa sa. di budaya yang mangarti patriarki ni tinggi memang itu kaya seng penting, mar coba kamong sodara parampuang dapa biking bagitu ka tamang ka pacar? semangat trus Gita"
emot-train-3006,"selamat siang sayang belum makan siang kah? ini aku buatin makan siang, dimakan ya sampe habis jangan dibuang2, capek tau masaknya","Slamat siang sayang blom makang siang ka? Ini beta biking mananang, makang sampe abis e jang buang-buang makanang, mamasa akang lala"
emot-train-185,"Wah habis kegiatan yah. Hati"" dijalannya yah. Iya udah di rumah ini siap utk istirahat. Km jg istirahat yg cujup yah, cicil tidur di mobil aja ge... Hehe","We abis kegiatan ka. Baebae di jalang e. Iya su di ruma ni siap par istirahat. Se lai istirahat yang cukup e, cicil tior di oto sa... Hehe"
emot-test-60,ku tatap wajahmu saat pertama kita bertemu terasa bergetar jiwaku saat kau tersenyum padaku i love u. #ARMYSelcaDay [USERNAME],beta lia se muka pas katong bakudapa tu kaya beta jiwa bagetar pas se lempar snyum par beta beta cinta se. #ARMYSelcaDay [USERNAME]
emot-train-867,"Awak sih jd org slow, mau di omongin a to z asal ale bnyk makan, ngga cranky, berat naik udh bahagia. Mslh apapun jd kyk ngga ada. Ibu2 bgt sih skrg","Beta sih jadi orang sante, mo bicara a sampe z asal makang banya, seng ruk-ruk, brat tamba su sanang. Masalah apalai kaya seng ada. Ibu2 bgitu sudah skarang"
emot-train-2451,"Mantan Ketua MPR, takluk ... Ketua Partai, takluk ... Tertawalah buronan sang penakluk ... hahahaha. Maka jadilah mereka sekelompok gerombolan yg suka buat gaduh.","Mantan Kedua MPR, tundu ... Ketua Partai, tundu ... Kaatawa suda penakluk pung buron ... hahahaha. La jadi suda dong orangorang yang suka biking hal. "
indolem-train-1499,Kebersihan ditingkatkan,kastingkat barsi
emot-train-1314,Buka di chrome lgsg muncul logonya wkwk #EXO #EXOPLANET #TheElyXiOn_Dot #EXO_ComingSoon #WeAreOneEXO [USERNAME] [URL],Buka di crom langsung muncul akang pung logo wkwk #EXO #EXOPLANET #TheElyXiOn_Dot #EXO_ComingSoon #WeAreOneEXO [USERNAME] [URL]
indolem-train-3033,"Jadwal Padat Hingga Tak Sempat Istirahat, Syahrini: Aku Jadi Wanita Udara: Sosok Syahrini bisa dibilang menjad... http://bit.ly/1vQMAEc","Jadwal Padat Sampe Seng Dapa Istirahat, Syahrini: Beta Jadi Parampuang Udara: Sosok Syahrini bisa dapa bilang menjad... http://bit.ly/1vQMAEc"
emot-train-97,Nangroe Aceh Darussalam memang Istimewa Al Fatihah buat Teuku Markam dan salam hormat buat keluarga Teuku Markam dari kami rakyat Indonesia [URL],Nangroe Aceh Darusalam memang Istimewa Al Fatihah par Teuku Markam deng salam hormat par Teuku Markam pung kluarga dar katong rakyat Indonesia [URL]
indolem-train-174,"cyra  anak multi bakat. selain pandai menyayi, ia punya segudang prestasi di sekolah, ia juga menjadi penyiar radio","Cyra tu ana bakat banya. Su pintar manyanyi, dia pung banya prestasi di skola, dia lali su jadi penyiar di radio"
emot-train-287,"Itu namanya fitnah mbak, g ada bukti ko fitnah org lain korupsi.. Ingat mbk dunia ini berlaku sistem tabur tuai, mgkin anda menutupi keburukan anda dg memfitnah org lain.. Saya tau smua kok korupsi n pekerjaan terselubung anda..","itu akang pung nama fitnah kaka, seng ada bukti masa batudu orang laeng korupsi.. Ingatang kaka dunia ni tabur tuai, mangkali ale kastutup anda pung tarbae dneg kasjato orang laen.. beta tau samua kaorupsi deng ale pung pekerjaan diamdiam.."
indolem-test-704,"untuk pertama x saya menginap disini dgn keluarga. pengurusnya mengatakan, jikalau anak kecil kwna charge? WHY?? alasan tak logis! saya tidak akan kembali.ke hostel ini lagi. tidak ada tongsampah dikamar.atau didepan kamar. nilai plusnya fasilitas seperti dispenser microwave. kulkas bisa digunakan asalkan dirapikan kembali. overall bad. not recomme","Par prtama kali beta nginap sini deng keluarga. Dong pung pengurus bilang, kalo anak kacil kana bayar? BARANG?? Alasang tar maso akal! beta seng bale ka akang hostel ni lia. Seng ada tampa sampa di kamar ka di muka kamar. Akang pung bagus ada fasilitas kaya dispenser microwave. kulkas bisa pake mar kasrapi kombali. maar tarbae. seng kasaran akang."
emot-train-3433,"{mu} kalian mandang org yg jerawatan gimana sih? aku abis bbrp kali tes univ selalu berakhir gk ngobrol sm siapa siapa, soalnya aku takut mereka ga nyaman sama jerawatku. aku mau punya tmn tp pikiranku selalu begini. tlg sarannya ya","{mu} kamong lia orang yang bajerawat bagemana la? beta abis tes univ brapa kali slalu kaya seng bicara deng capasapa, barang beta taku dong seng nyaman deng beta jerawat. beta mo pung taman tapi beta pikirang bagini tarus. tolong saran e"
indolem-test-710,Pengamat: Golkar Partai yang Kehilangan Ideologi http://republika.co.id/r/nkbu3z,Tukang Amat: Golkar Partai yang Ideologi Su Ilang http://republika.co.id/r/nkbu3z
indolem-train-334,"Di Belgia, rata-rata sekolah belajar hanya 3 jam selebihnya mengasah kemampuan.","Di Belgia, rata-rata skola blajar cuma 3 jam la sisa asah kemampuan."
indolem-test-549,"Kamar kurang bersih, dinding kamar juga kusam sehingga menjadi kesan tidak nyaman, Lokasi strategis karena berada di pusat kota dan dekat dengan pusat kuliner.","Kamar seng tlalu barsi, dinding kamar lai kusam sampe kaya seng nyaman bagitu, Lokasi pas barang ada di tenga kota deng dekat deng kuliner-kuliner pung pusat. "
emot-validation-424,"Pernah ngalamin, kepikiran kata-kata buat ngetweet. Udah ngetik panjang-panjang, tapi cuma disave as draf? Takut ada yang tersinggung, khawatir ada yang salah paham.","Perna dapa akang, dapa kata par twit. Su ketik panjang e, mar cuma simpang di arsip? Taku ada yang takana hati, taku ada yang sala paham lai"
indolem-train-2001,"kesan pertama waktu buka pintu, yg keciuman malah bau toiletnya :( sarapannya ditingkatkan lg ya. overall sih oke, tempat yg cocok utk persinggahan.","kesan pas prtama buka pintu, yang dapa ciom tu kloset pung bobou :( makang pagi lai kastingkat lai. su oke la, tampa yang pas par singga bagitu."
indolem-test-452,Sprey kurang bersih..tolong diperhatikan lagi Sama perlengkapan mndi disiapkan sebelum cek in,Sprei seng talalu barsi.. tolong perhatikan akang lai deng perlengkapan mandi kasiap sbelom maso
emot-train-345,"Btw sepanjang JL. Jakarta bahaya banget ya, banyak jalan berlubang, apakabar nih dinas PU Malang? Diem diem baee #kotamalang #savejalanraya #Malang","Bicara-bicara spanjang JL. Jakarta paleng bahaya e, jalang banya balobang, dinas PU Malang ni kabar bagemana? diam-doam sa ee #Kotamalang #savejalanraya #Malang"
emot-train-2165,"gue juga gak ada masalah dengan Gitasav ngomong tentang sexual harassment-nya dia, yang jadi masalah ketika dia bales DM-nya Helmi. She's rude.","beta lai seng ada masala deng Gitasav bicara tagal  dia pung pelecehan seksual, yang jadi masala tu dia balas Helmi pung DM. Dia kasar."
indolem-train-2445,"Kos-kosannya lumayan jorok, sprei tempat tidur agak dekil warna putihnya.","koskos badaki lai, sprei tampa tidur pung warna puti su lia busu."
emot-validation-62,[USERNAME] [USERNAME] [USERNAME] [USERNAME] Masalahnya itu uang buat konsumsi buka puasa bareng anak yatim yang harus dibayarkan ke katering ..,[USERNAME] [USERNAME] [USERNAME] [USERNAME] Akang pung masala tu kepeng par makang buka puasa deng ana yatim musti bayar ka ketering..
indolem-train-2954,Ac nya tidak berfungsi dengan baik,Ac seng jadi baebae
emot-train-571,Cuma ada aja manusia yang nggak ngerti posisi si panitia tersebut. Dengan seenaknya minta ganti tempat hanya gegara maksimal nongkrong adalah 3 jam. 3 jam masih kurang? Ebuset wkakaka,Mar ada sa manusia yang seng mangarti panitia tu pung posisi. Enak sa minta ganti tampa cuma tagal nongkrong maksimal 3 jam. 3 jam lai masi seng kurup? Ebuset wkakaka
indolem-train-159,#Golkar #ARB Persip Pekalongan siapkan strategi menyerang http://bit.ly/185ApOJ,#Golkar #ARB Persip Pekalongan kasiap strategi par serang http://bit.ly/185ApOJ
indolem-train-2589,vs kurang ramah,vs seng talalu rama
emot-train-982,Drama kmarin sore : seharian puasa trus pas lg mandi kaget bcz kedatangan tamu tak diundang pas bgt woi pas lagi adzan maghrib trus jd galau dong seharian itu dianggap sah puasa apa enggak-_-,Drama kamareng sore: satu hari puasa la pas mandi takajo barang tamu yang seng dapa undang pas skali deng adzan maghrib lalu jadi hati susa satu hari dapa anggap sah e puasa e -_-
emot-train-2647,"O buat muka.... Wkwk  kalo muka tu biar ga kusam kadang pake sunscreen aja tiap keluar, sering yg bikin kusam malah itu, sama pake moisturizer aja, pake hadalabo aja udah bagus","O par muka.... Wkwk kalo muka tu supaya seng lia kusam kadang pake tabir surnya pas kaluar, labe sring yang biking kusam tu itu, deng pake pelembab sa, hadalabo tu jua su bagus"
emot-train-2235,"Sebenarnya sepi itu tidak ada, yang ada hanyalah kondisi lupa. Lupa bahwa tuhan selalu bersamamu . .","Sebenarnya sepi tu seng ada, yang ada cuma lupa sa. Lupa kalo tuhan sllau ada deng ale . ."
emot-train-262,"Acara tahunan ""Sanusi Family"", ini lah wajah para anak, cucu, cucu menantu, dan cicit terempong. Smg thn berikutnya bs makin kompak dan lengkap #7-8juli2018 [URL]
anger;Wkwkwkw Keknya dah seminggu lebih meledak2 mulu. Emang orang sekitar gue pada gblk atau emang gaada otaknya dari dulu cuma gue nya yg sabar
sadness;sabar ya boy kamu slalu d hina tmanku pdhal kamu ndak salah apa"""" kamu slalu d bipang manusia lastik tpikan kamu bukan manusia plastik. Kapan temanku tdak mrnghinamu boy hwaiting boy""","Acara tiap taong ""Kluarga Sanusi"", ini ni anana, cucu, cucu pung pasang, deng cici pastiu pung muka. Smoga taong muka bisa tamba kompak deng lengkap #7-8juli2018 [URL]
anger;Wkwkwkw Kayanya su saminggu labe meledak tarus. Memang orang deka beta ni pambodok ka memang seng ada otak dar dolo beta sa yang sabar
sadness;sabar e kawan se slalu dapa hima kawan padahal se tar sala apapa"""" se slalu dapa bilang manusia plastik tapi se kan bukang manusia plastik. Kapan beta tamang seng ini se semangat konco"""
indolem-validation-369,"Bikin Video Klip, Syahrini Pakai Konsep Absurd: Penyanyi yang satu ini sedang menggarap? http://goo.gl/fb/LbRe1l","Biking Video Klup, Syahrini Pake Konsep Random: Penyanyi Ini Ni Ada Karja Akang? http://goo.gl/fb/LbRe1l"
emot-train-1000,"Awal kami tidak saling kenal, tidak ada hubungan saudara. Namun di sini kami dari tidak kenal dan bertemu menjadi saudara dalam satu keluarga baru, inilah kenapa saya makin cinta Nasa.","Pertama katong seng bakukanal, seng ada hubungan basodara. Mar di sini katong dar tar kanal deng bakudapa jadi sodara salam keluarga baru, ini kanapa beta makin cinta Nasa. "
indolem-train-2862,"sprei, sarung bantal, handuk sudah perlu diganti. shower juga harus diperbaiki.","sprei, sarong bantal, handok su musti dapa ganti. aer par mandi jua musti dapa biking bae"
emot-train-2644,Orang pesimis mengeluhkan tentang angin,Orang pesimis pi mengeluh anging
indolem-train-3384,#Sports Bupati Sebut Budi Pekerti Anak Sekolah di Wajo Luntur http://dlvr.it/8khXqS  #Assadiqulhaq,#Sports Bupati Bilang Budi Pekerti Ana Skolah di Wajo Su Bakurang http://dlvr.it/8khXqS  #Assadiqulhaq
emot-train-1284,"sayang bgt dong gue gaada siap siap nya. pas gue dikenalin sebagai keluarga besar (dari pihak cewe) gue gugup abis! PADAHAL GUE TADINYA KEK ""yaelah gaada yg kenal gue ini"" TAPI PAS DIA DATENG MENDADAK GUGUP","sayang e beta seng ada siap lai. pas beta dapa kaskanal kluarga basar (Parampuang pung) beta takotak asli! PADAHAL BETA TADI TO KAYA ""ya seng ada yang tau beta ni"" MAR PAS DIA DATANG LA BETA TAKOTANG LAI"
indolem-train-3439,"saya stay 3 hari, tapi snacknya cuma sekali doang heheheh","beta tinggal 3 hari, mar cemilan cuma dakali sa heheheh"
emot-train-917,"Ritual kalo mau tidur nyanyi lagu sayang kaka Ani, sayang mamak, sayang bapa, sayang oppung, sayang abang Gio, sayang tua Gio, sayang Tua Winda (Nyebutin semua anggota keluarga besar) Namamu selalu duluan disebut dek","Ritual kalo mo tidor manyanyi lagu sayang Kaka Ani, sayang mama, sayang bapa, sayang tete, sayang kaka Gio, sayang Tua Gio, sayang Tua Winda (Bilang samua anggota kluarga basar) Se nama pasti dapa sebut duluan ade"
indolem-train-2942,"Snack airy tidak ada. Bantal kecil airy tidak ada. Kolam renang ga bisa dipake padahal tinggal di bandung cari staycation di bandung buat bisa main di kolam bareng anak, minta main sebentar doang ga boleh karena ada persiapan wedding  padahal weddingnya aja sore. Kecewa parah. Akhirnya checkout lebih awal biar bisa cari kolam renang di luar.","Airy pung cemilan tar ada. Bantai lkacil lali tar ada. Kolam barnang seng bisa dapa pake padahal tinggal di bandung mo cari liburan yang bisa maeng aer kolam bernang deng anana, mo minta maeng capatcapat sa seng bole barang ada orang siapsiap par oorang kaweng padahal orang kaweng sa sore. Kecewa skali. Akirnya kaluar labe capat supaya bisa cari kolam bernang di luar. "
indolem-train-1395,"2 kali kesini, AC masih aja ngga seberapa dingin, alat mandi juga cuman sabun ngga ada shampo, air panas/hangat ngga berfungsi.","2 kali ka sini, AC masi sa seng tlalu dinging, par mandi jua cuma ada sabong seng ada sampo, aer panas/angat seng jadi. "
indolem-test-446,"#News Jokowi Pilih Badrodin, PDIP dan PKS Disebut Bakal Menjegal http://dlvr.it/8g0ygp  #Assadiqulhaq","#Brita Jokowi Pili Badrodin, PDIP deng PKS Dapa Bilang Mo Tahanghttp://dlvr.it/8g0ygp  #Assadiqulhaq"
indolem-train-1699,Bagus tetapi sowernya mati Jadi susah saat mandi. Tidak ada air panas,bagus mar shower mati jadi stenga mati pas madni. Seng ada aer panas
emot-validation-174,SAYANG BANGET SAMA ANAK INI YAAMPUUUUUUNNN COBA YANG BISA NANDINGIN DANCE BADAN KARET TANPA TULANGNYA TEN SINI MAJU WKWKWKW,PALENG SAYANG DENG ANA INI AMPONG EEE COBA YANG BISA LAWANG TEN PUNG MANARI YANG BADANG KARET TRADA TULANG TU MAJU SINI WKWKWKW
