id,paragraph,author_id
3789,"Riolo ri tampa' ku akkontrak balla, jai kongkong jappa-jappa ri dallekang na kontrakang ku. Niak kapang 10 engkong anjo kongkonga. Biasa na malla mami ki punna niak ngasengi ri pantara, nampa erok ki assulu, malla ki na gonggong. Pernah poe ku onjokangi tai na, deh jijik ku mamo nampa erok ka lampa ri mol ka siagang bura'ne ku. Erok ja ku kasia' muntah, tena mi na baji' nyawa ku. Untung na niak ji wc masigi ri ujung na lorongku. Anjari kulle ja a'bissa sandala nampa kulle ka lampa. Punna tena kapang tena ku anjari lampa ri mol ka anjo wattua.",1pRHI9V262eZttxXfwO7DOI_V8eKgfjxEG4M7Xnb1ykk
563,"Demam panggung niak sabak lalang pikkiranta campu-campuruk berlebihan siagang tena ni fokus wattunna erokmi tampil. Apabila kamallakangta anne mae ri rasa malla apa lekbaka ni jama siagang fokus mae ri kritikan battu ritau maraeng, nirasa assirik-sirim siagang nihina, perasaan anne kulle nikana sebagai fobia sosial. Sipakrua lompo battu ri masyarakat ternyata assiagang rasa cemas siagang nenreng-nenrengna punna assiap-siap lakbicara iareka tampili ri dallekangna tau takbalak. Bahkan, tena na sikdi batti ri paraia mallak siagang panik riwattunna anjari pusat perhatian. 
Contoh maraenganna iamiantu pakelonb terkenal sekelas Adele pung lekbak menderita kepanikan anjo. Ri wattunna ia mengadakan konser ri Amsterdam, Adele mangngaku ia sannak mallak siagang akhirna assuluk ri pakkebu darurat. Bahkan, ri kota maraenganna pung ia taklangnge, mingka ia mampu melawan kamallakangna sumpaeng. 
",1RQCECva331CUIkeMx3zFW8GcMDYqwwlDFBRyQIKF9xo
4656,"Rano tena nalulusuk ri SMP na nasabak tena ganna’ nilaina padahal carakdekji mingka malasaki antamak sikola. Wattunna moterek ri ballakna, sanging ngarruk tojek, nicinik-cinikimi ri anjo taua ngaseng, napaui ri ammangna kua ia ji sekre tala lulusuk SMP. Mallak memangmi nibakji, mingka ternyata nakua ammakna la nikurami, injomi punna nisuroko aklampa mange sikola, teako mange kakkarena surang agangnu. La njari apa mako anjo punna tena nulukusuk SMP. Sanna’ dodongna nyawana Rano, apami anjo la naparek kamase punna tala niak sikolana. La runtung ngasengi nakasiak linoa, nasabak tena antamak SMA. Mingka nakuai ammakna, appilajarakko bajik-bajik, niak kijai sekre kesempatannu, punna tenamo isse’ nululusuk, boyami kale-kalengnu katallasangnu. Kinne anjari dottorokmi Rano, punna langsungji lulusuk riolo, tala anjari kamma inne kutade’.",1yCLFzW6NH2FSNsvHcdQN5H0ABv1UltkUg8OZRJIYrsg
1291,"Tena niak minaret atoka menara masigi, punna accarita ki nikana masigi kulle langsung ki ak pikkirik sepaket siagang minaret na, mingka ri anne masigi ka tena niak. Nakke ku bacai kah tena ni izin kan ki niak betonisasi siagang angin ri anjo daerah yaa kancangi, jari kulle cukup beresikoi ni bangung menara. Tena niak na make ac siagang ri masigi masigi lompoa biasan na. Musuh nomorok sekre na antu mi debu siagang kotoran halusuk, mingka pokok na cantiki dehh. Ohiyaa, rest area na todong menarik ki ni bahas. Riolo na pabrik golla Banjaratma ni dirikan ri taung 1908 ri perusahaan perkebunan Belanda N. V. Cultuurmaatschapijj. Nampa lekba anjo ni tutup ki secara permanen ri taung 1998, kamma kamma anne anjari situs cagar budaya sekaligus Rest Area. Punna niak wattu muko muko ni bahas anne Rest Area yaa, kamma kamma anne fokus mae ri masigi na ma rodong. ",1GBNsF8-3TIa9xqrZgWuYmNwW36ny2OrXMLz5Nm2Kxyg
3822,"Anggandre kanreang jai proteinna akullei ambantu appakajai apparek kolagen, bukku rupanna parrangi kacinikang. Pakar kagassingang siagang nutrisionis napillajari poe antekamma kandunganna kanreang protein tinggi jai matu'-matu'na risorongi appare kolagen siagang appare bukku rupanna bajiki kacinikang. Lentil, lamung-lamung nirupai liserekna singkamma lensa anjo kala se're kanreang jai proteinna. Lentilka antu kulle anjari pannyongka asupan protein, karbohidrat kompleks, siagang serat. sanggingna anjo vitamin pakajai kolagen arusuk. Campek-campekang siagang liserek-liserekang kammana pistachio, kenari, siagang almond cocok tongi ajari kanreang jai proteinna. Nakana panrita demartologi Daniel Boyer, napanassa antekamma jai jinisikna liserek-liserekang kulle tongi napakajai apparek kolagen ri kullik karipuka siagang kullei nappakancang kullika",1uOYTeG1pvPFIiQPIfQqcMMyglabOeCK_PJPpwRfGb2A
1575,"Jai ji sebenar na. Mingka katte ni bahas ringan ringan mi tohh bawang, kah punna ni pikkirik ki kulle ki na parek stress. Punna ni baca ri bok super cruncher tentang tekamma anjo perusahaan perusahaan modern ka na pakei data data ta battu ri sosial media. Anjo mi areng na SARA alias suku agama ras siagang antar golongan anne kulle ni samarkan ammake sekre alasan siagang alasan lainga antu logis nampa kesan na tena na anjari SARA. Anne mi terutama kejadian na ri Negara Maju aa antu memang multi cultural ki singkamma Amerika Serikat atokah Singapura. Contoh na ri angkatan laut na Singapura tena na ni kana anjo tau Muslim ka tena kulle join Navy. ",1GBNsF8-3TIa9xqrZgWuYmNwW36ny2OrXMLz5Nm2Kxyg
328,"Meski ni padatkan kawasan permukiman siagang ballak toko, kota Mangkasarak masi ammiliki sikekdek lahan pertanian untuk ni lamungi pare. Sala sekrena ri kampong Laikang sebelah timur kota mangkasarak niaka akbattasang siagang Kabupaten Maros. Tiap taunna warga Laikang rutin menggelar pesta panen battu ri masarakat setempat ni kana Mappadendang biasa na gelar punna antamak mi wattu musim timorok, ri bangngia punna bulan purnama. Acara adat anne riolonganna biasan na gaukang oleh masarakat ri berbagai daerah. Mingka anne, acarayya perlahan mulai ni bokoi masarakat. Lalang Mappadendang annang baine ammake baju bodo assisambeang akdengka alu iareka lalang bahasa bugisi na ni kana Palungang lalang ri assung. Sehingga appassuluk irama yang gammarak ni lang-ngerek ri tolia. Anjo baine akdengka assung ni kana Pakkindona poeng na kelongang sikuntung lagu ampinawangi anjo sakra assunga.",1RQCECva331CUIkeMx3zFW8GcMDYqwwlDFBRyQIKF9xo
2280,"Lekba. Niak 2 kejadian nakke ku ukrangi tojeng. Bawa ku ni lakban siagang limang ku ni sikko ki wattu ku TK. Jari carita na, wattu ku TK nakke ku punnai kebiasaan antu kodia antu ni kokkok kokkok jari limang ku. Gurung ku nakke sannak na perhatikang na kebiasaan buruk ku anjo. Nakke ulang ulang ma ni poang mignka tatta ki ku jama, teai kana tena ku mallak, mingka memang kebiasaan ku mi. Akhere na sekre allo, nakke asik asik ka ku kokkok jari jari ku, guru ku na kiok ka mae ri muko na kelasak na sikko limang ku ammake kain nampa bawa ku na lakban ngi. Nakke ngarru ma nampa agang agang ku na makkalak ki ka. ",1GBNsF8-3TIa9xqrZgWuYmNwW36ny2OrXMLz5Nm2Kxyg
2567,"Anne contoh battu ri pengalaman ku nakke anjo ni gappai dalle ka ammalo perantara na limang na tau ateis ka. Apa anjo na tawarkan ateis ka mae ri penghuni na linoa? Ateis anjo na tuhan kangi doek ka anjari perentara dalle ta mae ri penghuni na linoa. Tantu mi jai inji contoh lain mae ri ateis anjo na tuhankangi apa apa kammaya anjo sede. Kulle jari sekre allo katte kuliah, Karane Puang Allah Taa’la na panaong ngi ilmumae ri katte ammalo limang na tau ateis. Apa anjo ni tawarkanga iyaa anjar ateis mae ri dunia? Ternyata iyaa kulle tong anjari perantara ilmu mae ri penghuni na linoa. ",1GBNsF8-3TIa9xqrZgWuYmNwW36ny2OrXMLz5Nm2Kxyg
5420,"Mingka manna sipaki na porei tannang tannang injo seafodka, mingka parallui nikatutui kalea punna langnganre tawwa. Nasaba inne seafodka loe tongi tau tena nacoco, nia nitaba alergi iareka nisarei pakkasia kodi ri kallenna punna lekba nganre seafood, apa pi pole punna takliwa. Mingka, kanre apa pole na punna takliwa ni dengka na kodi tonji tawwa. Nia cara tikamma batena nganre seafood na tena nakodiki, inni battu ri tau panritayya, iami injo: dibatasi porsina, ka inne seafood ka tinggi kolestoralna, jari parallui niurangi kalea. Tikamma batasna, iami injo punna doang tangnga tangngayya lima kayunna, punna cumi sikayu, na punna tude tena na liwak ri salapang pulo garang. ",1vnWDUPoyjuL0LnxYKBy1g-Lf28PjFNqAv85z2nfgT64
1632,"Awalak na, Yoga ni praktek kan ri rate na rumput, nampa ri rate na kulit binatang, singkamma harimau atokah rusa. Kulit binatang anne labbi jai bantalan antu labbidakki ka, anjo mi sannak na bantu ta katte punna latihan pose antu sikedde labbi rumit ka. Silain na anjo, kulle tong na sare sikedde perlindungan mae ri katte tau kulit sensitif ka. Mingka, latihan yoga antu semakin populer ki, na pareki pappake na kulit harimau, terutama battu ri hewan matea kaleng kaleng na, tena mo na anjari praktis. Hasselek na, ri awalak abad ke 20 , anjo para Yogi jai na pake handuk siagang tikarak katun anjari penopang punna latihan yoga ii. ",1GBNsF8-3TIa9xqrZgWuYmNwW36ny2OrXMLz5Nm2Kxyg
1415,Silalang na umuruk ku tuo kulle ping rua ja nakke gappa giveaway. Nakke antu punna mae ri keberuntungan na ngai tena na jodoh. Rua giveaway antu ku gappa ya antu mi sekre baju battu ri online shop siagang sekre paket skincare battu ri merk Lve Beauty and Planet ammalo Female Daily Try and Review (nakke ku sabbu anne singkamma ji pala giveaway). Bajik iyaa tantu mi kah cleansing gel siagang sheet mask battu ri Love Beauty and Planet. Kebetulan nakke cocok siagang anjo produk na ri nakke. Manna mamo anne warna biru aa bau na coconut oil na singkamma Roma Sari Kelapa hahaha. Lumayan nahh kulle hemat ammari facial wash ri 2 ulang labbi hahahaha. ,1GBNsF8-3TIa9xqrZgWuYmNwW36ny2OrXMLz5Nm2Kxyg
4696,"Sallomi si isseng jeka Nasar surang Udin, wattunna kijai sikola ri SMP, battu konjo sierang tarrusukmi sipakrua. Surangi antamak sikola ri SMA, surang tongi pilei tampak pakkuliang. Ri allo sanninga aklampami anne sigonceng Nassr surang Udin, la mamgei ri tampak pakkuliangna nasabak anne Nasar nakaluppai bo’bo’na. Nakuai Udin mukopi Nassr ka bangngimi anne, tettek sikurami. Njari nakuai Nasar tena kulle sianak ka mmuko maraengi issedek bo’bo’ kuerang. Njari aklampami anne ruayya, ri aganga niak oto aklappoi motorokna, tassambilai Nasar surang Udin. Nasar langsungji pole ambangung, mingka wattunna naboya Udin, tena na goyang, mange na kiok-kiok Udin, sanging cerak mamo ri rupanna, ammoterangi Udin. Ammarrangi Nasar, teba nasangkai angguppa kajariang kamma anne, punna naissengi tala la lampaji mange ri tampak pakkuliangna.",1yCLFzW6NH2FSNsvHcdQN5H0ABv1UltkUg8OZRJIYrsg
477,"Wattu ri allaloa, Taufik Hidayat sempat na calla kekuatanna tunggal putra. Niak situju siagang callangna taufik, mingka loe poeng tena na situju siagang callang na anjo. Taufik accalla iamiantu rua hal seolah-olah terikat. Taufik accalla siagang assare saran masukan tena na tanpa alasan sabak ia merasa lekbakmi ammeta segala hal kompetensi. Callang anjo seolah anjarimi sala sekre hal alami niaka lalang ri kalengna Taufik, sabak ia biasami melakukan hal kamma anjo wattunna ia aktif inja ri lapangan. 
Taufik iamiantu pakarena biasa terlibat friksi siagang pengurus PBSI yang biasana pakaramula battu ri paccallang. Kontroversi biring aklette mae ri Singapura siagang assuluk ri Pelatnas iamiantu carita-carita menghiasi kehebatanna Taufik ri lapangan. 
",1RQCECva331CUIkeMx3zFW8GcMDYqwwlDFBRyQIKF9xo
1501,"Lekba wattu ku antri ri indomaret stasiun. Ri muko ku niak bapak bapak. Nampa niak mbak mbak battu singkamma tau bingung nga eh anjo bapak bapaka na persilahkan anjo mbak mbak ka antama mae ri antrian nampa menteng ri muko na. Nakke battu na inji sumpaeng ka antri ballisik dudu ka siagang anjo bapak bapaka sok pahlawan kesiangan na rinjo. Punna anjo mbak mbak ka langsungi antama mae ri antrian, otomati antrian nakke pinak salloi. Nakke langsunga jangjangi anjo bapak bapaka. Renca na eroka langsung pak moro moroi mingka untung na iyaa peka ji nampa tena na jari na persilahkan anjo mbak mbak ka na polong antrian. Nakke tena ja ku masalah punna anjo na tolonga tau toa mi, mingka anne mbak mbak muda inji. Maka na nakke ku pakkanai Pahlawan Kesiangan. ",1GBNsF8-3TIa9xqrZgWuYmNwW36ny2OrXMLz5Nm2Kxyg
2685,"Tea ki tak paku mae ri kuliah, ki boyai anjo bahasa pemrograman anjo katte ni ngai aa ri internte apalagi kamma kamma anne lekba mo jari course online gratis asalak caraddek jaki ammile wattu. Nampa ngapa katte ni mulai siagang bahasa C? Kahh bahasa anne barak kulle ni latih logika ta katte, jari bahasa C anne kulle ni kana mother of programming language. Punna katte lekba mo biasa siagang logika ta lekba mo tak latih, sinampe punna katte erok lette mae ri bahasa pemrograman lainga anjo kulle mi gampang apalagi anjo bahasa C todong syntac na kulle mi singkamma bahkan niak bahasa pemrograman lainga anjo todong sytanc na kulle na adopsi battu ri bahasa C tongja. ",1GBNsF8-3TIa9xqrZgWuYmNwW36ny2OrXMLz5Nm2Kxyg
4072,"Wattuna sibuntulu' anne tena kusangka anjari mattung enrunga lalang anne. Awala'na tena kupikkiri' kulle nakuenrung anne taua. Awala'na anjo kuiyai ji, tapi anne wattua ajappa benih enrunga anne mumbai ri lalangna kalengku. Nakke tena kulle antekamma kujelaskangi, jujuru' wattuna anjo malla'ka kalanyakangna. Waatua terasai apakarannu-rannui wattuma singkamayya katte anikmati tanpa nakke kusadari anne sinampji terjadi. Ia a'lampa wattuna nakke parallua siagang wattuna nakke tappaki rassina cintayya natingganga. Jujuru' anjo napare' piccakka. Akkuling-kulingi nakke accoba memungkiri pakkasia'na anne nia inji sikedde rasa untuk anne bainea. Tapi setiap kusadara punna tenami kulle singkamma anne pa'risiki rasana. Nakke pattujuang anjari pribadi baji'ka siagang appialjara' ri kesalahan siagang pangalamang pai' ri rioloa.",1uOYTeG1pvPFIiQPIfQqcMMyglabOeCK_PJPpwRfGb2A
2051,"Katte ni issengi kana Indonesia mi antu salah sekre na negara paling jai tau karena sosial media ri lalang na linoa. Labbi battu ri 50% penduduk Indonesia antu niak na pake sosial media singkamma Facebook, Instagram, Twitter, Line, Whatsapp , Youtube, siagang maraenga. Pesat na anne pertumbuhanga teknologi na parek jai apa apa kulle ni parek secara digital. Apalagi punna battu mi pandemi Covid 19 antu na pareki ngaseng aktivitas ta harusuk ni parek battu ri ballak ta, antu terjadi mi peningkatan pengguna na sosial media yaa semakin jai. Twitter mi anjari salah sekre na sosial media antu lumayan jai ni pake ri masyarakat Indonesia.  ",1GBNsF8-3TIa9xqrZgWuYmNwW36ny2OrXMLz5Nm2Kxyg
1048,"Punna nakke pribadi ku ngai bolik bolik barang barang tena na jai agang na, nakke ammali anjo baranga kah ku ngai mentongi tena na ku parallu bawang ji. Nakke sannang nga bolik bolik rilisan fisik musik, sneakers, action figure , lainga poeng. Punna ni pikkiri ki ammake logika apa erok ni bolikkangi? Tena ja na penting dudu. Punna anji rilisik fisik akbantuk CD, kasek, atoka anjo piringan hitam ka kulle ni sambei ni langngere versi digital na ammalo spotify. Punna senakers, punna ni pikkirik sebetulna bangkeng ku rua ji, jari apa guna na punna jai sapatu sneakers tena ja ni pakei allo allo.",1GBNsF8-3TIa9xqrZgWuYmNwW36ny2OrXMLz5Nm2Kxyg
5020,"Bungee jumping punna ri tampak kulleaji ni kontrol tenaja kapang lompo risikona assalak pakakkasakna bajiki, amangi pole nipake. Niak pole sigompoang tau nangai olahraga kammayya anne, battu ri tampak tinggia nampa lumpa’ naung, tali ji sikkoki kalengta. Biasa pole iyya battu ri tampak tenayya lazim kamma ta’bing. Anne pakgaukanga ngaseng sanna’ lompo resikona njari parallu nipastikan kua amang tojengji anne pakakkasak kipakea sollanna tena na lappasak battu ri kalengta. Punna niak garring doke’ atau posota, tea maki cobai anne olahragayya, nasabak bajikangngang nihindari daripada niak kajariang anu tala ni kerokia. Mingka punna biasa maki, tenaja nang ngapa, mingka pastikang mami kua kassa’ji anjo tali tassikkoka ri kalengta sollanna amangi.",1yCLFzW6NH2FSNsvHcdQN5H0ABv1UltkUg8OZRJIYrsg
5144,"Bajiki punna battu ri cakdi-cakdi memang jaki ni issengi apa anjo traumayya, tala bajik mentongi injo punna niak apa-apa ningai dudu, siagang niak apa-apa tala ningai dudu. Anjo biasa parek takbaleki atinna taua. Trauma timboi battu lalang ri kalengta, biasa tena kulle niatorok mingka kulle jaki akboya antekamma batena nipabajiki. Kulleki accarita surang agangta sollanna kullei nasareangki solusi bajika. Kulle tongki mange liburang sambil nipikkirik bajik-bajik apa kajariang anne ri katallassanga. Anjomi punna niak traumata teaki pikkirik dudui, sollanna tena naganggu kagassingangta. Bajiki punna kiboya solusi na sollanna lannyaki anjo traumata. Jaiji antu kulle balingki sollanna lannyak anjo traumata, yang penting tojeng-tojengki.",1yCLFzW6NH2FSNsvHcdQN5H0ABv1UltkUg8OZRJIYrsg
2686,"Pertanyaan na lumayan tricky siagang niak rua pertanyaan na, singkat na tena na parallu. Penjelasan na anjo tena na kuliah bahkan tena na sikolah todong kulle ji anjari pengusaha. Permasalahan na rinne antu mi apa na dasari katte barak erok ku kuliah ri perguruan tinggi ja. Punna memang gara gara erok ji anjari pengusaha, nah kulle motivasi na kurang cocok ki. Sebenar na ri bangku kuliah kulle jai anjo kulle na gappa mingka teai ji anjo ja bawang ilmu teoritis ka siagang cara na ammikirik labbi sistemasis ki toh mingka battu ri pengalaman battu ri praktisi ri bidang na siagang anjo todong paling tena yaa Networking na. ",1GBNsF8-3TIa9xqrZgWuYmNwW36ny2OrXMLz5Nm2Kxyg
136,"Jari ri wattunna tenapa ku anjari pegawai negri, nakke rajing amminawang job fair siagang tes untuk antamak ri perushaang ku pandattaria. 
Ri wattu nakke apparek surak lamarang jamang lewak online, ri wattu assingkamma anjo pole langsung na paressa memang berkasta apakah si cocokji iareka tena. Sekre minggu dallekangna anggappa ma kabarak angkanayya lulusuka seleksi berkas siagang lanjuk mae ri tahap selanjutna iami antu wawancara awal siagang pihak perusahaang, pakkutaknang na apa motivasiku melamar, angngapa ku pilei anne perusahaang siagang apa ku gaukang ri wattungku akkuliah.
Marenganna wawancara awal tallu ngallo dallekangna na sera ma kabarak kana lulusuka siagang lanjut mae ri tahap selanjutna iami antu psikotes tujuangna untuk anciniki karakter ku apakah assingkamma siagang carana anjama ri perusahaang. Lekbaki anjo lulusuka pole lanjutma mae ri tes kesehatan, kamma mi anjo proses ku laloi sanggengku ni tarima anjama.
",1RQCECva331CUIkeMx3zFW8GcMDYqwwlDFBRyQIKF9xo
5331,"Paralluki u’rangi kua es loli la nipareka anne percobaang, tania untuk ni kanre nah. Njari nipantamaki rolo’ cuka mange ri lalang paccetakkang es lolia. Tambai pewarna kanre ningaia lalang ri cetakang es lolia. Boliki anjo cetakang es lolia lalang ri freezer sanggenna akroba anjari es, biasana iyya nipamantangi appa’ sanggenna annang jang. Pasuluki anjo es loli lalang ri soda kue, lekbakna anjo kitayangmi sikura menit nampa kiciniki reaksina. La kiciniki anjo es loli niak napasuluk kamma gelembung cakdi. Kulleji ki kioki anakta surangki pareki anjo percobaanga mingka parallu ni awasi anakta injo. Ka ni kamallakkang punna nakanrei nasabak anak-anaka nangai punna nikuami es loli. Nampa anne bajikangngangi tena ni kanre ka niak gelembung napasuluk.",1yCLFzW6NH2FSNsvHcdQN5H0ABv1UltkUg8OZRJIYrsg
2063,"Facebook kulle ni akses battu ri perangkat antu ammake konektivitas internet, singkamma komputer, laptop, siagang samrt phone. Lekba na daftar, penggu na kulle na parek profl antu na poang taua informasi tentang kaleng na iyaa tongji. Iyaa tong kulle na posting teks, foto, siagang multimeda antu ni bage kan siagang pengguna maraenga antu lekba mo setuju erok siagang nama na minawangi agang na iyaa, atokah antu privasi beda ri lingkup publik. Pengguna na kulle tong komunikasi secara langusng sekre siagang maraenga ammake Facebook Messenger, gabung siagang grup antu minat na singkamma ii siagang na terima pemberitahuan punna niak aktivitas na agang na. ",1GBNsF8-3TIa9xqrZgWuYmNwW36ny2OrXMLz5Nm2Kxyg
3932,"Tamparang Burung anne sala se'rea destinasi wisata wajikki rikunjungi pancinta burunga ri Sukamara. Rinni wisatawanka kullei nacciniki tamparang ri sinroangi jai macamna burunga. Bahkan, Tamparang Burung anne anjari surga ri pecinta burunga, nasaba' kullei nacini' langsungi jai macamna burunga ri habitat aslina. Tamparang burung anne anjari tempat transit-transit burunga amigrasi. Punna antama'ki ri musim singgah, wisatawan gampangi kaccinikang ru'mung siagang tallo' ri lalang se're poko'ka. Punna ero' mae ri tamparang burunga anne parallui labbi tenaga, nasaba' tau naoloi rawa-rawa siagang romang gambut Kalimantan. Tena naheran punna bosiki, akses oloangna anjo ta'genangi je'ne. Rasa mangangga ri lampanga lanyya'ki punna sampaimi rinjo, nasaba', kullei nalanggere' sa'rangna burunga siagang sa'rangna lekoa bakugesek naapanjari suasanayya anjari sannang.",1uOYTeG1pvPFIiQPIfQqcMMyglabOeCK_PJPpwRfGb2A
4575,"Awal appuasai siminggu nasabak ri subangngu naiki undianna 10 juta. Eroki tarima kasih ri Karaengata’ala, napacinikkang sukkurukna ka nisareangi dalle’ lompo. Nasabak anne undianga, kullei ammalli kacamata untuk manggena ka anu sallomo erok naballiang mingka tala gannaki doekna kamase. Alhamdulillah memang punna tulusuki towwa, bajiki niatna, biasa nikamaseangki ri Karaengata’ala. Kulle tommi naballiang andikna baju sikola berua nasabak kekke’-kekke’ki baju sikola sallona kamase. Napasulukangi pole pontona ammakna battu lalang ri pegadaiang. Awal nayakini kua dalle’ naguppayya anne niak ngaseng dalle’na bijabgna lalang njari parallui nabagei. Punna loe nisareang taua, pasti loe tongi niguppa, nasabak Karaengata’ala la balasaki pakgaukangta ngaseng, punna bajikki, anu bajik tongji la niguppa.",1yCLFzW6NH2FSNsvHcdQN5H0ABv1UltkUg8OZRJIYrsg
618,"Pajama model anne iamiantu pajama yang memang niatna untuk anjama supaya kulle tallasak siangang menabung. Manna gaji lompo iareka standar intina iamiantu fokus siagang goals masa andallekanh. Punna maraenganna nganre ri food court iareka ngemall, biasana para kaum erok kolomanyang lebih na pilih angerang bokong, ngemper iareka sesekali nganre ri mall. Tania kikkirik mingka menghemat,  Assisala toh. 
Nicarita tentang style, kaum anne sanna biasa siagang sederhana. Baju sapayu siagang hape na bukan priorita harus bermerek. Mengutamakan fungsi na yang paling penting rapih siagang bau’. Cukup belanja onlie iareka Matahari sudah cukup untuk mae ri ia. 
Nah, kamma anjo sikdik gambaran kasta pajama ri wilayah Sudirman-Thamrin. Tania standarisasi siagang tena menggeneralisasi. 
",1RQCECva331CUIkeMx3zFW8GcMDYqwwlDFBRyQIKF9xo
5083,"Punna niak laptopta paralluki parutusuki bajik-bajik sollanna kullei tahang, tena liba panrak. Pertama parallu ki perhatikang suhuna laptopta, punna bambang dudumi ammari ki rolo’ pakei nasabak injo artina parallui istirahat laptopta ka sallomi kapang a’rinra. Rajing paki tangkasi laptopta sollanna tena limbu’buk antamak lalang ri layarna siagang keyboard na. Maka tallu, teaki bolik apa-apa rateanna laptopta, anne biasa naparek tau maraenga ten anapikkiriki kua kullei panrak laptopna punna niak apa-apa rateanna. Maka appa’ teaki pakei laptopta rateanna katinroangta, nasabak tena kulle assuluk bajik suhuna anjomi biasa na liba bambang laptopka. Terakhir teaki akkarena game sisalloang ri laptopta, annemi passabakkang ngurana biasa boncoroki betre laptopta.",1yCLFzW6NH2FSNsvHcdQN5H0ABv1UltkUg8OZRJIYrsg
1670,"Masalah na anjo pilleng barat ka na gambarakkangi Kazakhstan anjari negara antu tertinggal ka, kodi tanjak, siagang anti semit. Kazakhstan antu ni sakbu anjari negara antu na ekspor ka anak anak muda na mae ri ballak na Michael Jackson antu ri dunia nyara ni dakwai anjari pedofil siagang 300 ton bulu kemaluan lalang na sekre taung. Ironis na, anjo ngaseng syuting na adegan na Kazakhstan justru ni parek ri Rumania. Tena pa anjo poeng berbagai karakterisasi na warga Kazakhstan antu na parek ki taua sesat. Misal na kebiasaan na salam antar burakne lompoa antu buah zakar na, atokah berburu kong kong anjari olahraga favorit na. ",1GBNsF8-3TIa9xqrZgWuYmNwW36ny2OrXMLz5Nm2Kxyg
2905,"Nakke 10 taung ma anjari fans na IU. Bulang depang erok ki konser ri Jakarta tena mi ku sa’bara si buntulu idolaku. Tena mi ku pikkiri’ dudui erokka ammali tiket konser na yang kajjala ka manna poe 10 juta harga na erokka tettere sibuntulu IU mentong. Allo ku tunggu battu mi antama ma ri tampa’ konser ka tena sallo wattu konser battu tommi. Se’re menit assulu mi IU ri panggunga astaga ngapa na nia tau ga’ga kamma, teai kamma baine kammai bidadari ri paccini ku. Sannang na nyawa ku nontongi konser na sanggeng na erokmi la’busu sa’rang ku na pakamma akkelong. Punna niak konser na IU ri Indonesia poe erokka mentong nontongi manna la’busu doekku. Ka ku ngai dudu IU idola ku mentong ri lalang tallasakku.",1pRHI9V262eZttxXfwO7DOI_V8eKgfjxEG4M7Xnb1ykk
672,"Nakke kuukrangi, riolo ammakku kulle nikana sannak setia mae ri sekre barang, jari selama bertaung-taung ammakku iamiantu pelanggan yang sannak loyal sabak niak na rasakan antekamma kualitas produk anjo sannak membantu appakaringang jamang rumah tangga, hanya passisalangna ri wattua anjo tenapa na tassadia platform untuk assare review ri produk yang nigunakan. Mingka kanne, loe tassadia platform, situs, iareka aplikasi niaka assare kesempatan mae ri konsumen loyal untuk ambagikan pangalaman melalui tulisan review, jari barang iareka produsen siagang masyarakat kulle takbantu apparek keputusan yang tepat ri wattu nipassidallekang mae ri sikuntung jumlah pilihan. Salain anjo, niak sebagian masarakat yang ri wattu ammalli produk, niak inja tenapa napahami antekamma cara a yang tepat untuk ammake produkna anjo. Nah, pendapat natulisika secara lengkap termasuk antekamma carana nigunakan supaya bajik, pastina akan membantu tau maraeng untuk mengatasi rasa kebingunganna. ",1RQCECva331CUIkeMx3zFW8GcMDYqwwlDFBRyQIKF9xo
2345,"Jari kamma anne, nakke ri daerah na ballak ku niak antu ni kana acara pengajian atokah tahlil. Tahlil anjo singkamma punna niak tau mate nampa ni doang doangi siagang ki ngaseng. Nahh kebetulan niak acara pengajian ku ri rampik ballak ku nampa kebetulan todong anjo sarikbattang na anne na adakan acara anne meningglak ki beberapa wattu laloa. Nahh ni undang ma anne nakke atas areng na ammak ku. Anjo ni kana manusia pasti biasa na alami anjo ni kana takkaluppa, anjo undangan na ku bolik bawang ji tena ku bacai (kulle ku kana ku isseng mi anjo acara na jari yaa ku bolik bawang mi). Nahh battu mi wattu na erok mi ni mulai acara na. ",1GBNsF8-3TIa9xqrZgWuYmNwW36ny2OrXMLz5Nm2Kxyg
2638,"Citra kaleng anjo mengacui mae ri persepsi subjektif tau anjo ni kana kaleng na tong ja, anjo kulle beda beda ii battu ri penampulan na kaleng na anjo sebenar na. Sakring, pikiran, siagang perilaku anjo terkait ka siagang citra tubuh kulle ak dampak lompo mae ri kesehatan mental ta siagang cara ta ni perlakukangi kaleng ta tongja. Penelitian anjo lekba mo konsisten na pacinikkan kana anjo paparan penggambaran na “ideal kurusuk” ni kaitkan siagang gejala perilaku siagang emosional anjo terkait ka siagang gangguang nganre. Tena na anjo ja bawang, tau na punnai citra kaleng anjo kodia todong na kembangkangi keyakinan kana kecantikan, kesuksesan, siagang harga diri na ni tentukan ri kaleng anjo tipisik ka. ",1GBNsF8-3TIa9xqrZgWuYmNwW36ny2OrXMLz5Nm2Kxyg
