id,ind_text,tgt_text
indolem-test-575,"selimut kurang panjang dan lebar untuk 2 orang, gambar tv jg tdk bgus, shgg tdk bs d tonton, tmpt sampah d kmr sdh sy kluarkan dpn kmr untuk dibuang oleh petugas, tp smpai mlm sy k homestay, sampah msh tdk d buang, biasanya d tmpt lain d bersihkan ada perbaikan air, shgg kotor d dpn kamar dan berisik","Slimut ku ang panjang ngen libêa utuk tun duai,gambar tv kulo cao baês,lajau coa nam noton,pnan pegas nak bilik bi kênluwêaku moi muko bilik utuk petugas muang,tapi sapêi kêlmên uku moi homestay,pêgas ati si nuang,biasonê nak pnan luyên bi nêrsih ade perbaikan biyoa,sehinggo ngêi nak muko bilik ngen gu ok"
indolem-train-2494,"sebenarnya kamar baik tp kurang profesional, di kasih tau sarapan nasi goreng, mnta di anter jam 8.30 ehh dtg jam 9 itu pun d telpon dl dan yg dtg malah mie muah telor. hmmmmmm .","Sêbênêanê bilik baik tapi ku ang propesional,bi nadêak mukmêi pueng mei gureng,minoi nêmbês jam stêngêak sêmbilan sapêi nê jam sêmbilan do o kulo tênlepon kileak sudo o dê têko mie kuah telor.hmmmmmm"
emot-train-2593,"Hehe. Yamungkin emang ngga kerasa karna udah kek Thanos beneran , punya 6 batu cincin  Makasih looo udah diucapin Sahur","Hehe.mungkin kulo memang coa traso kerno bi awêi Thanos nyên,temuan num butau cicin mokasiak ba bi mucep nya ua"
indolem-test-328,"Tunjuk Badrodin, Bamsoet Duga ada Deal Jokowi dengan PDIP http://bit.ly/1DHZlY5  via @tribunnews","Têmunjuk Badrodin, Bamsoet Dugo ade Deal Jokowi ngen PDIP http://bit.ly/1DHZlY5 via @tribunnews "
emot-train-893,"Masi ga ngerti kenapa bisa takut ketinggian :') padahal dulu doyan manjat pohon depan rumah. Skrg liat ke asrama lt dasar aja ogah, apalagi ganti lampu begini T-T","Coa ku tau gêntai nam sabên lêkat:) padahal bêl o snang kêmnek pun nak muko umêak. Uyo kêmliak moi asrama o malas bae, ipê igai gêmitêi lapu barêak yo T-T"
indolem-train-2305,"ini pertama kalinya saya memesan airy rooms. saya pesan tanggal 13april untuk menginap tanggal 28april. tp ketika saya sampai di hotel, kamar yg saya booking tidak ada dan pihak hotel mengembalikan uang saya, alhasil saya harus mencari hotel lain pada hari itu! sangat mengecewakan karena tidak ada pemberitahuan dari jauh hari! TIDAK PROFESIONAL!","Dio pertamo kilainê uku mêsênAiry room.uku mêsên tangêa 13 April utuk têmalêm tangêa 28 April,tapi pas uku sapêi nak hotel,bilik dê uku mêsên coa si ngen pihak hotel kêmulang caci ku,smudonê uku harus mêsoa hotel luyên bilai o! Kêciwo nyên kerno coa si mêlêi namên kuni uak bilai!  COA PROPESIONAL!"
emot-train-2727,Pikirkan bagaimana kondisi kita di akhirat nanti. Perbanyak bekal untuk akhirat. Atau kita lebih suka amalan kita dibalas di dunia? Apakah kenikmatan dunia sudah menjadi tujuan utama?,Cubo keker awê ipê kondisi tê nak akhirat sudo yo.tamêak ba bekal utuk akhirat.atau jano itê lêbiak galok amalan nalês nak dênio? Janokah kenikmatan dênio bi tujuan utamo?
emot-train-2526,luka karena cintamu mengingatkanku pada kita,Gis atêi kreno citonu mingêt ku ngen itê
indolem-train-661,"Di Arab, pajak adlh haram. Jadi harga mobil sgt murah disana. Maka org Arab lbh senang beli mobil drpd motor, kcuali utk Harley dan Ducatti.","Nak Arab,pajak o haram.jijai go stom mudêak nyên nak di.Mako tun Arab lêbiak snang têmukua stom kuni motor,kecuali Harley ngen Ducatti"
emot-test-329,"Cinta sejati adalah ketika dia mencintai orang lain, dan kamu masih mampu tersenyum, sambil berkata: aku turut bahagia untukmu. Jika kita mencintai seseorang,:))~","Cito sjati adeba waktau si cêmito tun luyên,ko gi nam snyum,samo madêak:uku milêm bahagia utuk nu.amên itê cêmito do tun, :))~ "
emot-test-260,"saya dok, enggan menikah karena lebih mengutamakan karir dan pendidikan, terlalu takut dengan namanya rumah tangga takut broken lagi","Uku dok, ati lok nikêak kerno lêbiak dêmutê karir ngen pendidikan, sabên nyên ngen gênnê umêak tanggo sabên usak igai"
emot-train-2075,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] jangan goblok2 amat bos diketawain kirik...NU itu nahdlotul ulama kyai staquf pengurus NU,cebong benci islam?helloooo...cebong","[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME jibêak bodong2 nyên bos tênawai kuyuk...NU o Nahdlotul Ulama Kyai Staquf pengurus NU,cebong jêngik Islam? Halooo...cebong"
indolem-train-2597,langit langit kamar mandi bocor perlu perbaikan. wifi tdk terjangkau. kayu pada pintu dan jendela sdh sip dgn air jadi aroma kamar jadi lembab. binatang spt semut pemakan kayu sering muncul dan mrk besar besar. sy mungkin akan cari tempat lain bila ke bali lagi.,Plapon kamar mêndai bocor perlu nêa.wifi coa sapêi.kyêu bang ngen kêmdan bi padang ngen biyoa jijai mon bilik ijai lêmbêb.Bnatang titik awêi smut dê muk kyêu cet timboa agok lêlai.uku mungkin mêsoa pnan luyên amên moi Bali igai.
indolem-train-3315,Hanya saja handuk yang disediakan cuma 1,Cuma bae anduk dê sêndio Cuma do
indolem-train-973,Agar dia tahu bahwa kini aku jatuh cinta ? ? Pesan Cinta by Afgan ? https://path.com/p/2PBIS0,Kunyau si namên tahu amên uyo uku gidong cito ? ? Pesan Cinta kuni Afgan ? https://path.com/p/2PBIS0
indolem-test-816,"Ada masanya yang pergi akan kembali lagi dan bicara tentang penyesalan. Maaf, tidak perlu.",Ade masonê dê lalau o belek igai madêak masalah penyesalan.Maaf coa perlu
emot-validation-403,"Jelas terdengar nyata teriakan Hiszbut Tahrir, singkirkan sekat-sekat nasionalisme. Ini yg Kami tak rela. Rasa kebangsaan yg hendak dihilangkan. Tanah Air dilenyapkan, digantikan kepemimpinan transnasional entah di bawah khalifah siapa. Bertobat","Jêlas ti uk nyên pekik Hiszbut Tahrir, snikir dê mamek nasionalisme. dio dê keme coa ikhlas. raso kebangsaan dê lok nêlnyêp. anah air nêlnyêp, gênitêi kepemimpinan transnasional têak nak bêak khalifah api. Bertobat"
indolem-train-2176,"Kamar mandi kotor, pelayanan sangat tidak baik karena stafnya tidak ramah sama sekali, tidak nyaman","Kamar mêndai ngêi, pelayanan ku ang baik kerno stafnê coa nyên ramah, coa nyaman"
emot-train-130,"[USERNAME] Anjay, serem baca replyannya. Dulu gue daftarnya Tekkim karena suka kimia tapi gk lolos. Untung nyasar ke Farmasi, fisikanya gak begitu banyak","[USERNAME] woi, agok sabên baco ulasannê.Bêl o uku daftar nê Tehnik Kimia kerno snang Kimia tapi coa lulus.mujua limau moi Farmasi.Fisika nê coa dau"
indolem-train-2052,Syahrini ampun ? ini apa lagi namanya? Kacamata semp*k kebalik?kacamata baja hitam? ??,Syarini apun ? dio jano igai gennê? kaco matai sêrwêa lêm têbelek?kaco matai baja hitam? ??
indolem-test-197,Teh hijau bisa meredam rasa lapar sehingga Anda bisa melakukan keputusan rasional tentang apa yang akan Anda makan. [The Nutrition Twins],Teh ijo nam tmaên asai nyemen jijai ko nam meker keputusan dê masuk akêa jano dê bakêa ko muk. [The Nutrition Twins] 
indolem-test-1004,Jangan salahin cewek kalo suata saat nanti dia pergi karna dia lelah dengan sifat kamu yg cuek dan gak pernah ngehargain perjuangan dia :'),Mêak smalêak slawêi amên sudo yo si lalau kerno bi jmau ngen sipêt nu dê coa dulai ngen coa pêrneak mêgo perjuangan nê :') 
emot-train-2763,Goyangan si cowok asyik banget. Sumpah gue suka lihat goyangannya,Goyangan dê smanêi asik nyên.supêak uku snang kêmliak goyangannê
emot-train-2682,SAYA HIDUP DIZAMAN PRESIDEN HEBAT YAITU SOEHARTO.. Beliau Buat Aman dan tenang untuk Masyarakat..... Tetapi tidak tenang untuk: Kaum PKI Kaum Rampok Kaum Bandit Kaum yg ingin jadi pejabat negara tapi otaknya kosong. Hanya kaum itulah yg Tidak Suka Bapak SOEHARTO [URL],"UKU IDUP NAK ZAMAN PRESIDEN HEBAT SI OBA SOEHARTO..Si mênêa aman ngen tnang utuk Masyarakat..... Tapi coa tnang utuk PKI grombolan prapok,grombolan bandit dê lok jijai pejabat negrai tapi otoknê kosong.Cuma grombolan o ba dê coa snang Bapak SOEHARTO [URL] "
indolem-test-79,Tapi yang paling penting adalah saya masih bisa makan indo-mie bercabai dengan tambahan jeruk nipis.,Tapi dê paling pêting adeba uku gi nam muk indo-mi pêlgiak tênambêak lemeu mipis.
emot-train-3377,Sudah berjuta kali bong dikasih tau.. Pak Harto hanya kejam : Pki Bandit Rampok Lo keturunan kelompok mana bong??? Hahahahaha,Bi kêdau kilai kwat nêlêi namên..Pak Harto Cuma kêjam : PKI bandit Rampok ko keturunan klompok dê dipê kwat??? Hahahahaha
indolem-train-830,"Tahukah Anda kalau kebiasaan makan nasi 3 kali sehari, merupakan sesuatu yang unik dimata orang asing (bule).","Namên coa ko amên kebiasoan mukmei telau kilai dêbilai, kêmasai agok sle nak matai tun asing (bule)"
emot-train-72,"Liv, jgn lupa ingetin gue ya kalo gue ngeluh mulu.' 'Liv, jgn lupa ingetin gue ya kalo positive vibe gue di dunia nyata dah mulai jarang' Apalagi ya","Liv,mêak coa tingêt mingêt uku amên uku galok ngeluh,’ ‘Liv, mêak coa tingêt mingêt uku amên uku gêtêa pasitipku nak dênio nyato bi muloi ja ang’jano igai gi"
emot-train-681,sumpah td gue ketiduran jam 6.10 dan barusan gue bangun gara-gara mimpi dikejar setan gue mimpi di kejar miss k gue ga ngerti awal nya gmn yg gue inget awalnya,Supêak nano uku tidua jam 6.10 têgyo uku klongon gêgara mipai jênalang smat uku mipai jênalang miss k coa ku ngertai têmbêi nê awêi ipê
emot-test-287,"[USERNAME] ""Itu menurutmu, tapi menurutku ini menyeramkan, kamu kalo terjadi apa apa disini karna ulah monster itu"" Gerutunya dengan kesal Ariel tidak mau melihat ke sekitarnya, ia hanya nunduk melihat jalan bebatuan yang ada di depannya, dia takut un","[USERNAME] “Do o menurutnu,tapi menurutku dio mnyabên nyên,ko amên ade jêjano nak yo kerno monster o”Nadêaknê lêm atêi agok ksal Ariel coa lok kêmliak klilingnê,si Cuma tunduk kêmliak dalên dê butau dê nak muko nê,si sabên un"
emot-train-475,"Sama kaaak..pas liat ibu bumn auranya agak bedaa jd takut ke depannya gmn, semoga yg jahat segera lenyap dan banyak muncul tokoh2 yg bener2 berjuang buat negara","Srai bang..pas kêmliak ibu bumn auranê agok luyên jijai sabên moi mukonê awêi ipê,smugo dê kidek sêgro nyêp ngen dau timboa tokoh2 dê bêbênêa bêjuang utuk nêgrai"
indolem-train-634,kamar sesuai harga.. pelayanan staff sangat baik. ada air panas. tapi sepray kuning smua. handuknya coklat bau belum kering. tidak ada lift tapi saya betah disana,Bilik sesuai hargo.. pelayanan staff baik nyên. Ade biyoa panês. Tapi sepray kuning kutê.anduknê coklat kêmon ati kê ing. Coa ade lift tapi uku nyap nak di
emot-train-1776,"Pekerjaan tdk boleh mengganggu hobi, hobi tdk blh merugikan pekerjaan..mari berolahraga tweeps [USERNAME] [USERNAME] [URL]","Kerjo coa buliak gêmanggau hobi, hobi coa lêbiak mrugai kerjo..maro berolahraga tweeps [USERNAME] [USERNAME] [URL]   "
emot-train-954,[BELAJARLAH DEMI ORANGTUAMU!!!] KALIAN TAU!! Orang tua kalian telah banting tulang untuk kita Panas ke panasan Hujan,[BêLAJêA BA DEMI TUN TUAI NU!!!] UDI NAMêN!! Tun tuai udi bi stok kerjo utuk itê pêpanês  kujên
indolem-train-2028,"Saya sudah merasa tidak nyaman tidur di sjnj semenjak air belum nyala selama hampir dua hari. Di hari kedua, air baru menyala. Ketika kami menanyakan kondisi air, seharusnya bellboy memberikan solusi dengan ramah, bukan dengan merengut. Freon AC di kamar kami bocor sampai menumpahi lantai kamar kami. Masalah listrik, korslet bila AC & air hidup.","Uku bi ngêding cigai nyaman tidua nak yo jak biyoa coa idup slamo bi lok si duai bilai. Nak bilai keduai, biyoa pêi idup.Pas keme têmnai masalah biyoa,seharusnê pelayan mêlêi dalên kêluwêa ngen ramah, coa si mêlbêm.Freon ac nak bilik bocor sapêi tupêak moi kêa keme. Masalah listrik, korslet amên ac ngen biyoa nidup."
indolem-train-466,Siang jumat berkah ?? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina ? https://path.com/p/3bxVnP,Kébilai Jum’at berkah ?? ? Kamulah takdirku kuni Raffi Ahmad & Nagita Slavina ? https://path.com/p/3bxVnP
indolem-validation-341,"Saya pesan yg twin bedroom. Di kasih yg single. Ada, 2 air mineral. Tapi biasanya ada Snack, tadi gak ada. Soalnya sebelumnya saya sudah 2 kali pesan @iry ada Snack nya ^^. Tp, thx buat numpang tidurnya yaaa","Uku mêsên pnan tidua dê utuk bêduai.nêlêinê dê utuk su ang,ade duai biyoa mineral.tapi biasonê ade kêkucêp,dio nano coa.masalahnê ayok yo uku bi duai kilai mêsên @iry ade Snacknê ^^. Tp, mokasiak utuk nupang tidua  nê"
indolem-train-1269,"Setiap kamu memutuskan untuk pergi, setiap aku memutuskan tak pernah kembali, takdir seakan-akan (memaksa) kita bertemu. Lagi dan lagi!","Tip ko memutuskan lok lalau,tip uku memutuskan coa pêrnêak belek,takdir awêi (memakso)itê têmau.
Bogoa!"
indolem-train-3187,KPU Sulut Hanya Akui Golkar yang Dipimpin ARB http://dlvr.it/8hT6pP,KPU Sulut Cuma makau Golkar dê nipin ARB http://dlvr.it/8hT6pP
indolem-test-3,Sekedar Shared Ucapan Terimakasih Charles Honoris http://bit.ly/1yQcWfy  #JokowiJK Jadwal Padat Hingga Tak Semp... http://bit.ly/1vQMAEj,Cuma  besamo Mucêp  Mokasiak Charles Honoris http://bit.ly/1yQcWfy #JokowiJK Jadwal Padêt sapêi coa spêt ... http://bit.ly/1vQMAEj
emot-train-1357,"intinya, aku sayang kamu nih aku kasih tontonan biar makin sayang sama aku. wkwkwk aku nemu nih di yutup tadi. wkwkwkwkwk Sekali lagi happy mensive ya",Intinê uku sayang ko die uku mêlêi tontonan kunyau tamêak sayang ngen uku.wkwkwk uku têmau die nak youtube nano.wkwkwkwkwk debat igai kêmbiak snang
indolem-train-2497,"Tunjuk Badrodin, Bamsoet Duga ada Deal Jokowi dengan PDIP: Kalau PDIP adem ayem saja, menjelaskan bahwa deal-d... http://bit.ly/1vR9cEw","Tmunjuk Badrodin, Bamsoet Dmugo ade Deal Jokowi ngen PDIP: Amên PDIP diêm2 bae, jêmlas bahwa deal-d... http://bit.ly/1vR9cEw"
indolem-test-410,kok skrng gak ada cemilan nya ya,Gêntai uyo cigai ade kêkucêp nê gi
indolem-train-2144,Sandalnya gak ada...gratis WiFi katanya ternyata tidak dikasih passwordnya aneh,Slopnê coa si...gratis wifi nadêaknê tapi coa si mlêi passwordnê aneh
indolem-train-3441,"Lantai banyak debu, handuknya kecil, sarapannya tidak sesuai yang dinformasikan.","Kêa dau debu,anduk titik,mukmê pueng coa sesuai ngen dê nadêak."
emot-train-2310,"Gue suka bilang, sebentar siapa yg perawatnya? dan trs kan kita kolab sama advice dr. Ya kalo klien yg paham sih lgsg oh iyaaaa maap soalnya nanya. Tp kalo yg kmpret mah lgsg komplen  rasanya ingin kuteluh saja tu org sumpeh","Uku galok madêak,kilêak api perawatnê? Trus itê kan join ngen nasehat dr au amên klien dê paham ba langsung oh au maaf soalnê bêtênai.tapi amê bodong ba langsung komplen asai lok ku mcakan bae tun o supêak"
indolem-train-218,Hampir ja kelupaaannn kalo malam ini acara nya... Tenkiu Gonyaaaaa... DP mu? ? Pesan Cinta by Afgan (w/ Sunnya) ? https://path.com/p/4nD0il,Gesea coa tingét amén kélmén yo acara nê... mokasiak Gonyaaaaa...DP nu? ? Pesan Cinta kuni Afgan (w/ Sunnya) ? https://path.com/p/4nD0il 
emot-test-43,Sumpahya ngeliat blekping jd pengen punya rambut panjang lagi hikz :( tapi sampe kapanpun rambut panjang w ga bakalan kayak mereka heeeft [URL],Supêak kêmliak blekping asai lok temuan buk panjang igai hikz : (tapi sapêi têngen bae buk panjangku coa gi bakêa awêi têbo o heheee [URL]
indolem-train-1332,"Sarapan kurang bervariasi. Saat saya datang, Snack box kosong, ketika komplain ke resepsionis katanya habis nunggu beli. lho kuk??? Sungguh mengecewakan","Mukmêi pueng ku ang variasi. Waktau ku teko, kutak kêkucêp kosong, pas komplen moi resepsionis nadêaknê abis gidong tnukua. La awêi ipê??? Keciwo niên"
emot-train-177,Ada temen minta gue rekomen dia buat masuk kantor gue. Ya gimana dia kaga siang kaga malem WA-an mulu. Kalah gue yg fangirl dan emak2. Gimana mau rekomen. Kerjanya kapan orang begini.,Ade kuwat minoi rekomen si utuk masuk kantor ku.awêi ipê ba si kbilai kêlmên bogoa WA trus.alêak uku dê priang ngen mak2.Awêi ipê lok rekomen.têngen kerjonê tun model yo.
indolem-test-247,"Tepuk tangan paling kencang buat cowok yang pergi saat si cewek sedang cinta-cintanya. Awas, karma.","Tepuk tangên paling lek utuk smanêi dê lalau pas dê slawêi gidong kêmbiak citonê. Awas, karma."
emot-train-3040,"Oh ya, sebelum gue cerita ke si Alda, dia udah bilang kalo mau dengerin cerita gue. Jangan khawatir sendirian. Dan yang gue dapetin, setelah gue cerita panjang lebar sampe DM nggak muat, dia bales dengan pertanyaan lagi, itupun singkat dan bikin gue merasa tersudut.","O au,ayok uku crito ngen Aida,si bi madêak amên lok tmi uk crito ku.mêak khawatir su ang.dê uku dapêt,sudo uku crito panjang sapêi DM coa muêt.si malês ngen btanye igai,do o kulo sikêt ngen mênêa uku asai snudut."
indolem-validation-320,"biasanya klu nginap di airy tersedia dlm kemasan lengkap.kebuthn MCK.....di hotel ini sisir tdk ada...AC tidak normal ruangannya panaas, Kuncinya pintu juga tdk di kasi ke saya pada hal sdh deposit 100.000 jadi klau saya kluar dan kembali k hotel petugs yg buka pintu tdk profesional.....tlg utk di perbaiki trima.",Biasonê amên têmalêm nak Airy bi sdio kemasan lêkêp.kebutuhan MCK.....nak hotel yo sikek coa si..ac coa normal ruangannê panês.Kucai bang nê kulo coa si mêlêi ngen uku padahal bi deposit sotos ribau (100.000) ijai amên uku kêluwêa ngen belek moi hotel petugas ne dê mukok bang coa propesional....tulung untuk nêbaik igai mokasiak.
indolem-train-348,good.. ada snack di stiap kamar. cm syg pas dpt kamar 305 ac nya gak dingin sm sekali. selebihnya keren. langganan dsini.,padek.. ade kêkucêp nak tip bilik. Cuma sayang pas dapêt bilik 305 ac nê coa nyên sêngok. Dê luyênnê padek. langganan nak pyo.
indolem-train-1139,"34. Indikasi itu jelas adanya, bhwa kecurigaan SBY terhadap Anas begitu besar pasca kekecewaannya pd Kongres Musda Partai Demokrat di Sulut.","Kekiro o bi jlas adenê,bahwa kecurigaan SBY ngen Anas lai nyên sêsudo kêciwonê ngen kongres Musda Partai Demokrat nak Sulut."
indolem-test-83,Late post . Akhirnya ketemu Jokowi dan Ahok di kantor gubernur DKI? (at Kantor gubernur DKI Jakarta) [pic] ? https://path.com/p/1nZ8Fr,Postingan tlat . Akhirnê têmau Jokowi ngen Ahok nak kantor gubernur DKI? (at Kantor gubernur DKI Jakarta) [pic] ? https://path.com/p/1nZ8Fr 
emot-test-218,"10 hari terakhir ramadhan, ada 1 malam yang sangat mulia dr seribu bulan, selamat datang Lailatul Qadar, kami orang yang beriman sangat merindukan kedatangan mu...","Depuluak bilai akhir puaso.ade dêmalêm dê kêmbiak mulia kuni seribau bulên,slamat datang Lailatul Qadar,keme tun beriman kêmbiak indau ko têko..."
indolem-train-2159,"Kamar kotor, seprai warnanya kuning-kuning, bantalnya seperti batal lama/rusak bagian dalamnya, meja kamar rusak-rusak seperti meja bekas, AC tidak berfungsi baik, kamar kotor, penjaga hotelnya jutek-jutek. Tidak recommended deh.","Bilik ngêi, sprai warno nê kuning –kuning, batêa nê awêi batêa an/usak lêm nê, mija bilik usak awêi mija kês, AC coa usak, bilik ngêi, dê jmago hotelnê ombong. coa rekomen ba."
emot-train-970,"Kenapa sekarang bisa beda banget sama pas sma ya Di tanah rantau bener bener sadar kalo gak semua orang itu bahagia,gak semua orang itu tulus","Gêntai uyo nam beda nyên ngen pas SMA gi nak ratau sadar niên amên coa kutê tun o snang,coa kutê tun o tulus"
indolem-train-2635,"Jgn mainin perasaan orang yg serius. Takutnya dia beneran pergi. Lebih  takutnya lagi, ktika kamu hendak serius sama yg lain,malah dimainin.","Jibêak mêmain prasaan tun dê serius. Sabênê si lalau niên.Lêbiak sabên igai, pas ko lok serius ngen tun luyên,si mêmain."
indolem-train-1023,"http://beasiswaindo.com/5239  Beasiswa Penuh, SPP & BPP Pokok - Sekolah Tinggi Manajemen Transpor (STMT) Trisakti ~0223","http://beasiswaindo.com/5239 Beasiswa Pênuak, SPP & BPP Pokok - Sekolah Tinggi Manajemen Transpor (STMT) Trisakti ~0223 "
emot-train-2967,"Ngimpiin Dira sama almarhum bapaknya. Kita ngobrol bareng, ketawa-tawa bertiga sambil minum susu jahe di sebuah angkringan. Senengnya terasa sampe sekarang. Damai banget.","Mipai Dira ngen Almarhum tiaknê.itê nguta spok,têtawai bêtêlau samo menem susu pêdês nak warung.snangnê gi traso sapêi uyo.damoi nyên."
indolem-train-3599,"#BreakingNews: Aneh, Mengapa Menkumham Standar Ganda Pengesahan Pengurus PPP dan Golkar? http://tinyurl.com/lagcrks","#BritaBlau: Aneh, Gêntai Menkumham Standar Ganda Pengesahan Pengurus PPP ngen Golkar? http://tinyurl.com/lagcrks"
emot-train-576,"[USERNAME] Sayang bgt gitu padahal vocal dia cocok buat energetic tpi yasudah lah Semoga aja my bby goeun selamat dan bisa nunjukin vocalnya dia di concept eval :"")",[USERNAME] Sayang nyên i o padahal swaronê cocok utuk penyemangat tapi sudi ba smugo bae sayangku slamat ngen nam tmujuk swaronê nak evaluasi konsep :”)
emot-train-3116,"Bertemu denganmu adalah takdir, menjadi temanmu adalah pilihan, namun jatuh cinta kepada mu adalah benar-benar di luar dugaanku","Têmau ngen ko adeba takdir,jijai kuwat nu adeba pilihan.tapi cito ngen ko adeba bêbênêa nak luwêa dugoan ku"
indolem-train-394,Demokrat niai keputusan presiden beri kepastian: Sekretaris Fraksi Partai Demokrat di DPR RI Didik Mukrianto m... http://bit.ly/17Z0dMC,Demokrat mnilai keputusan presiden mêlêi kepastian: Sekretaris Fraksi Partai Demokrat di DPR RI Didik Mukrianto m... http://bit.ly/17Z0dMC
emot-train-587,"Coba, sekarang ditambah lagi ya belajar ikhlasnya. Iya emang sulit, tapi kalau belajar lama kelamaan pasti bisa. Belajar kayak waktu kamu kecil dulu. Cuma bedanya sekarang udah tau umur. -papski","Cubo, uyo tênamêak igai au blajêa ikhlas nê.memang saro,tapi amên blajêa ê an pasti nam.blajêa awêi waktau ko titik bêl o.Cuma bedanê uyo bi namên omor. – papski"
indolem-test-834,Kya obaaaaat kambiiiiiing tiap minggu kesini grgr hp kambiiiing. Bangsaaaaaat bangsaaat!! (at @malmetropolitan) ? https://path.com/p/nWoyL,Awêi ubêêêêêt kambiiiiiing tip mingau miyo gêgara hp kambiiiing. Bangsaaaaaat bangsaaat!! (nak @malmetropolitan) ? https://path.com/p/nWoyL
indolem-train-956,"Jika Anda dapat makan 3 kali sehari selama 3 minggu berturut-turut, Anda berada di atas 15 persen dari orang terkaya di dunia.","Amên ko nam mukmêi têlau kilai dêbilai selamo têlau mingau teret,Ko bêrade nak das lêmo blas persen kuni tun paling kayo nak dênio."
indolem-train-2120,keluarga ketinggalan kacamata baca tetapi baru beberapa jam kemudian kami datangi kembali info yg kami dpt justru sangat mengecewakan bahwa kacamata tersebut sudah dibuang...hal ini yg sangat disesalkan sekali bukannya disimpan terlebih dahulu,Keluargo tingêa kaco matai baco tapi pêi kêdau jam sudo o keme belek igai info dê keme dapêt justru mênêa kêciwo kerno kaco matai o bi nuang...masalah yo dê sênsal nyên harusnê naik kilêak.
indolem-train-497,dikirimin booklet dari insya Allah calon sekolah :,Knirim bungai titk kuni in sha Allah calon skulah :
emot-train-121,"Kita mah ngerasa ga enak kalo membiarkan orang, soalnya udah sering ngerasain ga enaknya di biarkan sama orang. Tapi kok gitu sih mereka...","Itê kmasai coa baik amên têmingêa tun, masalahnê bi cet mêding coa padêk kmasai nunyau tun. Tapi gêntai barêak o têbo o seh..."
emot-train-2927,"Kalau mewujudkan keadilan sosial hanya sebatas bangun infrastruktur ya cetek sekali pemikiranmu. Kamu jg harus tau infrastruktur dibangun dari hutang miliaran dollar, artinya","Amên mewujudkan keadilan sosial Cuma sebatas inftastruktur pênok igê pemekerannu.ko kulo harus namên infrastruktur nêbangun kuni utang miliaran dillar,tai nê"
emot-train-1743,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Salah satu pemimpin di Kalbar yg sering membuat fitnah-memprovokasi masyarakat dan sering menyampaikan pernyataan yg menyesatkan tapi belum pernah mendapatkan penindakan dari yg berwenang...,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] ade dêdo pemimpin nak Kalbar dê galok mênêa fitnah-memprovokasi masyarakat ngen galok sêmapêi pernyatoan dê mnyesat tapi ati pêrnêak tênindak kuni dê berwenang...
emot-test-340,"Kadang suka miris liat jalan di daerah2 ""pelosok"" yg dibangun sama Pemerintah Pusat. Gak nyediain pedestrian pisan.",Têtiko cet kawatir kêliak dalên nak daerah2 “pdalaman”dê nêbangun pemritêak pusat.coa sêmdio trotoar kulo.
emot-train-727,[askmf] klen yg kulitnya normal skincarenya byk ga si? :( aku pgn ngejaga kulit supaya bersih tp takut knp2 klo make macem2 trs masi kecil jg wkwk :(,[askmf] udi dê baboknê normal skincarenê dau coa?: ( uku siniak jmago babok supayo bersih tapi sabên ade jêjano amên makêi mêmêcêm gi titik kulo wkwk:(
emot-train-2357,"Kosan deket kantor, dateng paling telat, trus kalo siang tidur pula selonjoran di sofa. Temen kantor kaya gini emang perlu dikatain tai sih.","Kosan Pa ok kantor,teko paling cêndok,amên kêbilai tidua blunjua nak sofa.kuwat kantor model yo memnag perlu nadêak têi "
indolem-train-1340,"smuanya ok tpi snack gk ada, ktanya blum dikirim dri pihak airy nya, remote tv tdk berfungsi.",Kracok dê kêten pitar (jas kantor/jas laboratorium)dapêt mênêa tun lêbiak pokus pas sêmlêsêi tugas nê.
emot-train-1212,"udah hampir maghrib si bapak supir cerita klo feeling ngga enak bgt setelah aku carter, mimpi kecelakaan, gitu2. dan bener2 takut kejadian intinya aku ngga dijemput repotin klg jg malu masa pesen travel aja ga pinter","Bi pa ok maghrib bpk supirnê crito amên coa padek kmasai nyên sudo uku cmater, mipai kecelakaan. i o .bêbênêa sabên têjijai intinê uku coa dênapêt mrepot kluargo, selek kulo maso mêsên travel bae coa nam"
indolem-train-31,Dua Kader Golkar Dinilai Layak Gubernur Kalsel http://goo.gl/fb/TpCLj8,Duai kader Golkar bi nilai nam jijai Gubernur Kalsel http://goo.gl/fb/TpCLj8 
emot-train-808,"Seajaib-ajaibnya tulisan adalah mampu melipat jarak, memutar waktu, mendekatkan yang jauh, menghidupkan yang sudah mati. Membuat dua insan yang belum pernah bertatap muka bisa sedemikian dalam jatuh cinta. Kekuatan rp emang luar biasa.","Seajaib ajaibnê tulisan adeba nam mlipêt jarak,mutêa waktau,ma ok dê uak,midup dê bi matêi.mênêa duai tun dê ati pêrnêak têmau nam kêmbiak citonê.Kekuatan Caci memang luwêa biaso."
indolem-train-1661,kamar nya menakutkn.... snacknya dh exp....,Biliknê mênêa sabên.... kêkucêpnê bi i ai.... 
