id,text,label
indolem-train-3514,Haiasion biluk ditingkathon,negative
indolem-train-1101,haiason hurang...,negative
indolem-train-304,"Saluhut na hamuliaon tu Tuhan, Tuhan na mangalean sipanganon dohot si inumon tu hami, mancukupi jala managalean pangaramotiaon tu hami. {HR. Muslim} ",positive
indolem-train-2548,"[media] usul SBY soal goar pimpinan KPK ditolak jokowi ,demokrat protes-Tribun lampung http://bit.ly/182ldRx",negative
indolem-train-2381,"#Jokowi #PDIP Tudu Badrodin, Bamsoet Sura adong Deal Jokowi tu PDIP - Tribun Jabar http://bit.ly/19NK9h6 @PDI_Perjuangan",negative
indolem-train-1061,Adong #BarangBekasmarkualitas di bagas/kantor? mansedekahon tu @AmalKhairYasmin sajo http://yasmin.or.id 021-7490932,positive
indolem-train-1235,"pas check in kamar napedo siap,anduk rap perlengkapan maridi napedo adong....aek minum inda adong...fasilitas hotel na lain cukup oke.",negative
indolem-train-1023,"http://beasiswaindo.com/5239 Beasiswa na gok, SPP dohot BPP Pokok - Sekolah Tinggi Manajemen Transpor(STMT) Trisakti ~0223",positive
indolem-train-2221,Dung di sadari ho sabotul na holan au do amppuna mu inganan mu mulak?? ? Sadis by Afgan ? http://path.com/p/12VKe6,negative
indolem-train-2130,asi ya pupu oppot mellow anggo mambege lagu on?? ? untukmu aku Bertahan ngen Afgan ? https://path.com/p/19LdxY,negative
indolem-test-179,"Hai,bukkus ni hape hu bagak kan Elsa, Beta do na la onn~~~~~~~@kinalJKT48",positive
indolem-validation-15,#manontonsannari abang ganteng na mandongani au sabtu borngin on? betapa aku cinta padamu ngen afgan? https://path.com/p/2uS25y,positive
indolem-train-2032,"Sipanganon ringan na diparade adong na kadaluarsa. Ahu marborngin 2 ari alai ndang mandapot panghobasion songon na marborngin 2 ari. Anduk, sabun, sipanganon, siinumon ndang diparade si ari paduahon. Jala biluk songon na marorbuk. Ndang ading kassa di biluk. Tolong dipature panghobasion di inganan on. Mauliate",negative
indolem-validation-318,"#Golkar #ARB AS mangaretas kartu ni SIM asa mangana-anai na manghatahatai
di handphone i",negative
indolem-train-2140,inda adong set-up Airy.akkon mangido jolo.bilik golap-golap.bilik maridi amana dursu.paccur nadong dilehen aek milas.,negative
indolem-train-2943,Sipata dang niattusan parkarejo ni shinee hape na adong na iphone dohot samsung ale molo marfoto puna ni halak torus di pakke??,negative
indolem-validation-14,mangan produk kacang mulai bayi dapot mangurangi resiko alergi secara dramatis http://ngl.cc/n4N3,positive
indolem-train-3511,"amana mengecewahon,tempat na susah dijalaki,kamar maridi pe mukkup rap bau,AC inda ngali rap manetes,tarlobih busa nampuna nai amana inda sopan inda cocok jadi nampuna panginapan songon pareman pasar ... ditambah natuari dapot kamar 202 tangg",negative
indolem-train-3159,"Hotel na denggan, panatapan na bagak.. alai molo nungga di kamar dao sian manang na aha.. kamarna dang adong jendelana laho mangida panatapan molo pas marsak.. parjolo masuk dang adong anduk, pas mangido ditaruhon respon na songon na leleng.. nungga ditaruhon anduk na nungga dang adong na boi dipangke manang na sada dohot uap ni andukna muap timus ni sigaret.. dang adong gantungan di kamar mandina. mauliate airy..",negative
indolem-test-999,bilut paridian asa diradoti hamenakanna.,negative
indolem-validation-101,"kamar  nyaman,ias,aman.palayanan sattak burju rap ramah.minus AC maido leleng ngalina.deges sude",positive
indolem-train-2669,Satokkin-satokkin muruk .. au lam bagak molo muruk ho . Naeng ho do ? ? Seperti itu ? sian Syahrini (w/Nelson) ? htpps://path.com/p/3spoqb,negative
indolem-test-637,remot di tipi dang adong,negative
indolem-train-2570,"Luat na pe denggan, ale parabotan na songon ac dang denggan boccor, aek na las pe dang adong guna  na  na tolu ari on au marborngin dang ma hea di pais ,  terhirim rohaku",negative
indolem-train-1174,"@aulia7: #PDIPargabus RT """"@TubasMediaCom: PDIP Ndang Rade Marhuaso? -http://tubas.in/1Attvmr",negative
indolem-train-1900,"haiason na porlu di panaek, tarutama di peralatan kamar mandi",negative
indolem-validation-17,Pameran Mobil Gaikindo Masuk Kelas Dunia http://republika.co.id/r/nk9mhw,positive
indolem-train-3146,"Lao sikkola nang buat result spm. Lupa au budak KV!!!""'' hahahaha K sedih, Butgud lux !",negative
indolem-train-853,ac na maido na hurang ngali....inda adong solopna ...sudena nyaman kaiasan nyaman...tai asi di jakut saotik hotel airy na...,positive
indolem-train-2283,"na gila ma on saonari di kantor dope spk : ( ( di Plaza Toyota) ? https: //path.co,/p/89iw0",negative
indolem-train-3097,"lumayan denggan, pangaladenan na ramah, alai sayang toiletna hurang ias jala bau.",negative
indolem-train-1515,Ac na las dohot aek lasna holan satongkin sajo.,negative
indolem-train-563,Jotjot do Halak  molo mangan lobi saotik  ditingki nasida mangan mamangke piring na marwarna na balau.,positive
indolem-test-491,Ndang disadari ho aha naung masa ho dohot ahu tarlukka ? Bukan Shinta by Raffi Ahmad ? https://path.com/p/1uDIED,negative
indolem-train-2606,"bilikna dorun, ndang adong tissue dohot inganan rapan. Lampu modom ni biluk pe mate, gobar holan satonga daging sambing.",negative
indolem-test-488,PDIP doondah '''''@fadreee: Mentri koplak RT @rmolco: Tarbukti Tung mansai Manghatcit Menteri Yasona Intervensi Konflik PPP http://dlvr.it/8kTkZ0,negative
indolem-train-2936,"kamar na di cet ulang, molo porlu di dekor ulang asa tarida mangolu, katcana unang katca na songe ale, dang boi markatca , AC na dipature da asa unang mate mate sandiri, tolong angka serangga serangga di pasuda tong, alai parkarejo na dohot staff na tung lambok!!!! inganan ni hotel na di jonokhon ni pvj hian, inganan na denggan sanyang molo dang di maksimalhon, mauliate",negative
indolem-train-3084,"nyaman rap tenang,,,cuma wifi naso marfungsi,,,jadi susah giot komunikasi,,,tolong tingkatkon buse palayanannai",negative
indolem-test-980,"payah,inda adong aek minum na disediahon dikamar.panganonna juo inda sasuai na ditulisan :(",negative
indolem-train-327,"ulang sosali aha na madung kehe.ho mungkin magoan sesuatu na pade,tai ho rakku mandapotkon sesuatu na lobi pade.",positive
indolem-train-2502,"nyaman rap sattak murah dengan kamar na sattak deges,namun siperei saotik kusam rap adong saotik noda,paccur hurang marfungsi,rap lante mardebu.abope songoni  totop rekomen harana nyaman rap adong rooftop giot sunrise",negative
indolem-test-627,tvna gabe tv satelit ma asa asik,negative
indolem-train-3427,"Roha naeng modom ale dang saut modom, alana: 1. Marmeam HP 2. online 3. mambege Musik.",negative
indolem-test-878,"tingki check in ndang dos tu informasi porlu sian hotel, tarcantum check in jom 14 natana baru boi check in jom 17 lobi",negative
indolem-train-2977,"hurang puas rap pelayanan,akkon debosit,ana ribet",negative
indolem-train-384,"menak, tu kamar na bidang, Wifi na boi dohot tu lokal ni hotel jala boi wifi.id. tarsambung tu sasaran na porlu jonok.",positive
indolem-train-160,"Airy Progo ima bangunan na sarupa dohot hotel progo. na sedang dipature ibenna guntur. sarapan na sidung jam7, dang adong pangaladena na sumurung molo haluar andorang so sarapan. tarmasuk ma tu hami na ingkon borhat andorangso jam 6 manogot. kamarna bidang, Ac na ngali, ias, wc na na jolo dang jala dang adong aek las na. sai anggiat ma lam denggan dunghon dipature",positive
indolem-train-2259,"denggan, alai showe aek las na sotik dang marfungsi",negative
indolem-train-3597,"wife mate, lupa dilean salimut, aek las saotik hian. ac na pe dang mamuashon, mandiori parkarejona pe maol hian",negative
indolem-train-626,"Inganan strategis, jonok tu laundry, indomaret, inganan mangan, panghobasion lambok, cctv, rental mobil jala mobil, biluk ias jala sukkup bidang, Adong aek las, AV, TV, Wifi. hahuranganna holan WiFi di biluk huarang gogo, jadi ingkon buha pintu manang hundul di jolo biluk, jala ndang adong keset di jolo WC.",positive
indolem-train-1832,VIDEO: muko Ayu Mararai Disindir soal Shaheer: Ayu tarsonggot rap sindiran Raffi Ahmad. http://bit.ly/1Lmqy5c,negative
indolem-train-1121,"Ala-ala Marsigulut Abit, Dakdanak 7 Taon Monding Dibalbali Bapana http://dlvr.it/8j08WW",negative
indolem-train-2895,"Salamat ari mangarehe di Inganan Singkola, karejo, kuliah  #HalaMadrid",negative
indolem-test-394,"kamar mandi laho konsing, aek na sanga mate mambahen bahat porhis dohot di toruni bak i bahat kotoran/sampah",negative
indolem-test-333,"malam minggu tudia kakkkkkkk ? makan bubur ayam di sabola kantor polisi rap umak  ayak anggik, sedih inda? au... http://ask.fm/a/bmqmnb07 ",negative
indolem-test-591,"#NEWS Ratusan Kader di Bali Mundur, on hata Elite PDIP http://goo.gl/E4oRcZ ",negative
indolem-validation-249,"ulanh unjung maninggalkom na pade demi na terbaik.disaat na pade kehe,ho bakal sadar anggo ia adalah na terbaik.",negative
indolem-test-459,Siperei marorbuk jala taktakon. Remote AC sega. Lante ni bilut paridian pe landit,negative
indolem-train-2912,"Tohodo Molo Hatta Manguluhon PAN Torus Ditoru Halilu Demokrat?"""" sian @SangPemburu99 ",negative
indolem-test-829,"lantai rotak bahkan di tikki masuk ruangan, adong binatang songon atcasibong ukkuran na gelleng hian *dang hubto aha goarana. kamar mandi na hurang ias, adong puttung ni si garet di kamar mandi dobot peralatan di kamar mandi (shower,wastafel,kran) songon naso di urus.",negative
indolem-train-2057,"Hea au giot hian ho naeng mulak muse, jala saonari nga  hurelahon  hian ho lao.",negative
indolem-train-2100,"Annon molo nga madabu holong, hape ditadikkon. Pangalaho ni aha ma songoni, sehira sinaujui",negative
indolem-train-2875,"Dang sarupa na di patuduhon. Aek las lao maridi dang marguna, siallagon lao sisogot pe dang adong, podoman bau, ni bukka podoman bau dnag di bahen na ukkus i",negative
indolem-train-1353,kecewan hia. gambar di aplikasi sarupa tu kenyataan ni kamar na marimbar hian. kamar na roa lantai na holan semen coran sajo dang tehel. aplikasi airy mandokkon maksimal tamu 2 halak 1 kamar. alai ipe pas naeng man cek in didokkon au mamesan 1 jolm torus di jalo cars 50ribu nai. pokkok na dang olo be au tusi muse. recepsionis na pe dang ramah.,negative
indolem-train-2893,"wc na jormat hian, sahat tu borngin guttur hian dang adong lubang ni suara.",negative
indolem-train-3531,"TV dang ias, dang mandapot sarapan simanogot, kamar na dang kedap ujungna soara sian luar tarbege.",negative
indolem-train-2829,haiason ni bilut hurang di jaga denggan. pengaturan bilut pe tarlalu sosak.,negative
indolem-train-2639,"bilut na i tung mansai bagak jala menak, Recommended! alai podoman na porlu diparatehatehon haiason na",negative
indolem-train-2926,deposit amana godang baru kamar bau,negative
indolem-train-1513,"Diboto hamu do, manginum teh tikki mangan dang denggan ala mangambati penyerapan zat besi sian na pinangan. Padao molo anemia Hamu",negative
indolem-train-3145,"Saotik hona ganggu molo di podoman dang adonng lubang ni angka suara, suara  sian podoman ni halak boi tarbege takkas, wc pe jormat, tisu na pe otik hian.",negative
indolem-train-1197,"501 kamar mandina agak bau, siprena hurang ias. salobina oke",negative
indolem-test-603,hotel na songon jabu ni begu holom langa jala dang adong reseptionisna,negative
indolem-train-2598,"old school hotelna. haiasanna boi ma dipanaek muse, bakwan ni sarapan na hurang masak pas tingki huallang",negative
indolem-train-1393,"dibugasan muap sigaret. salimut godang obuk2 na lohot, aek las pe dang mangolu",negative
indolem-test-387,"anggo dibagas mu mate lampu ,aha na langsung mambuat ....? lagi online ngen hp sambil markaco oppot-oppot mate lampu hatcitna....http://ask.fm/a/bmle8c8I",negative
indolem-train-14,Gokiiil??@VIVAnews:RT @VIVA_log: Tas Hermes Rp 1.5 Miliar Dipahe Maronan Ingkau Si Syahrini http://dlvr.it/8fs9jm  ?,positive
indolem-test-794,"Hurang siap, molo nga ro  ikkon paimahon  sajom lao paiashon podoman",negative
indolem-test-979,Kamar na lumayan labbas alai AC hurang ngali. Aek i toilet mampat,negative
indolem-train-2663,"tas hermes RP 1,5 miliar dipake belanjar sayur oleh syahrini http://tinyuri.com/phcnebg ",negative
indolem-train-3618,"KamenaRini? RT jadwal padat sahat dang sanga be istirahat, Syahrini: Au gbe boru-boru alogo http://tinyurl.com/mt6kng2",negative
indolem-train-1372,"Via @AmaliaNia31:hat"""""" dongan hu korban pemecahan kacca ni mobil sisogot i di jonok taman sari, tas sipatu raib.",negative
indolem-test-225,"dang na naeng mandao, alai au sadar, au on dang na manang isemu. Jadi, tumagon ma au lao :')",positive
indolem-test-678,"inda songon na diharopkon.kamar dursun,siperei dursun rap bau,toilet sego,inda adong aek milas rap remote TV inda adong.pokotna kecewa borat..",negative
indolem-train-2932,"Bilut sompit, bau sigaret songkak hian, doru, AC bossor, WC sompol, sae ma sahali di ngoluku marborngin ahu dison Posa.",negative
indolem-train-2013,pangaladenan ni recepsionos na agak sombong.. tarutama tu boru-boru na so sopan mangido ahu tu menejemen asa di pareso,negative
indolem-train-1247,aek mohopna hurang mohop ah,negative
indolem-train-2479,"Calon Pimpinan KPK na diusulhon si SBY Ditolak, Demokrat Protes Jokowi - Serambi Indonesia: Seramb... http://bit.ly/1Lgj57E  ?c.c. @SBYudhoyono",negative
indolem-test-687,"Udan turun, Denai langganan banjir @ramadhanpohan1 @MedanBangkit http://jurnaldemokratmedan.com/index.php/berita/medan-kita/item/328-hujan-turun-denai-langganan-banjir#.VOW0Fzy7GU0.twitter ?",negative
indolem-test-775,"bilut menak, acna mangkuling, lante bilutna hurang ias alai mangan laho sarapan tabo mauliate airy",negative
indolem-train-3339,"pangaladenan na tung mansai hurang... agarik na antong boi do masuk jam 14.00 gabe 16.30 kamar na dang dope di paias... tu fasilitas kolam renang aek na hurang rawat... mamesan 2 kamar dung sahat hulan dapot 1 kamar, jala  kamar na 1 nai na dilean jonok pintu pagar jala jonok tu sepsiteng... alana bau hian.. untung ma holan sadari..",negative
indolem-train-923,Angka anak boru i ni Golkar Makassar di lehon do parbinotoan  Keprotokoleran-Fajar http://goo.gl/fb0Xzc93,positive
indolem-train-2428,"ac kamar gaor,staf hotel inda ramah,panganon hurang sip",negative
indolem-train-3358,"aliran aek shower menek,indq adong aek milas,lantai marminyak,kamar maridi sompit",negative
indolem-train-1855,"viva: Tas hermes Rp 1,5 milliar dipake sisyahrini belanja sayur : kamurgapan nia manghebohkob? http://dlvr.it/8fsHKw #baritaSannari",negative
indolem-train-1886,"Jadwal Padat sampe inda soppat maradian, Syahrini: Aku Jadi Wanita Udara: Sosok Syahrini bisa didokkon manjadi... http://bit.ly/1vQMAEc ",negative
indolem-train-2413,"dorun hurang ias, ac boccor jala service hurang denggan hian. hurang menak di jolo ni pagar godang masarakat mangida. jala hordeng na pe ribak dang denggan hian",negative
indolem-test-470,Bagak... aek lasna ndang mangolu,negative
indolem-train-2482,"Ac inda ngali,dao ngen harapan rap standart airy...",negative
indolem-train-376,"@Raihantique: Ido @Raffiah_SMG17 Agohh, Candidna ganteng Hian @RaffiAhmadLagi ",positive
indolem-train-1192,Haiasana toilet porlu dipature,negative
indolem-train-162,"Anggi Sayhrini, Aisyahrani mangolopi akkangna puna haiton dohot Feriyani. Alai, haiton i holan murn... http://bit.ly/1vRs9qD",positive
indolem-test-584,Ruangan hurang kedap suara gaor ngen luar tarbege amana  jelas tu bagasan kamar. Toilet agak bau.,negative
indolem-train-631,"ari na pa 3 hon . .TFT all ?? (Caritona nungga mamangke pahean na bagak""""&rapi , hape gabe disuru mangganti calana na ganjang)? http://instagram.com/p/zXSWfjgjtO/",positive
indolem-test-96,Tangianghon hami kaka2! 35 dakdanak sian #Bima ikt tes tartulis di sikkola @smartekselensia! ??Cc @Ind_Mengajar,positive
indolem-train-1548,"podoman na hurang ias, sprei na pe margota, anduk dang boi be di pakke",negative
indolem-validation-306,"PDIP Inilai Asing molo Manjalo Badrodin Kapolri: INILAHCOM, Jakarta - Anggota Komisi III DPR Fraksi Golkar, Bam... http://bit.ly/1Lp73ZP ",negative
indolem-test-483,"bahat rongit,sinyal tv joko,inda adong wifi,WC dursun adong motci.",negative
indolem-train-1187,"aek las dang  mangolu, wc hurang ias.",negative
indolem-train-2336,"Bilikna lumayan, wifina ndang sahat tu kamarhu, bilik paridian angir, dorun",negative
indolem-validation-258,aek na diwastafel dang galak .... AC na hurang ngali.,negative
indolem-train-3152,"toilet ndang ias, ndang adong bathmed, wastafelna dapur hurang ias.",negative
indolem-train-841,Mauliate babes for coming @FNHaziqah_ @FtinAtighah @___szr. pahean nungga bagak dongan posing hancoq ? #HasnolAnisSolemnization,positive
indolem-validation-351,"Kamar na bau, tisu meja dang adong, tisu toilet pe dang adong, sipre ni podoman na rota. Pangidoan khusus tamu dang boi tarpenuhi jala gabe mangalean charge.",negative
indolem-train-1976,"Hurippu do holan tas """"KW"""""" artis pe adong do """"KW"""" na! songon si @ Hiara_cleo parende dangdut na didok songon syahrini palsu?",negative
indolem-validation-233,"Eaaa... """"@UMSNID: Putri Indonesia 2015 mambaen Heboh Pake Baju Palu-Arit http://u.msn.com/id-id/berita/other/putri-indonesia-2015-bikin-heboh-pakai-baju-palu-arit/ar-BBhSch6 ?",negative
indolem-train-2799,"fasilitas inda na inda sesuai,nadong aek milas",negative
indolem-validation-150,"tv hurang marfungsi dengan pade,keseluruhan pade",negative
indolem-validation-32,antara #tekno | Facebook kaluarkon fitur na baro so mancegah bunuh diri http://bit.ly/1BEwGEO | http://goo.gl/16Qox,positive
indolem-test-815,"#BERITA #HOT - Jadwal Gok Sampe Ndang Sanga Maradi, Syahrini: Ahu Gabe Borua Alogo: Sosok Syahrini boi ... http://bit.ly/1AWwMY9",negative
indolem-test-886,AC hurang ngali,negative
indolem-train-44,Beritasatu: Poros Muda Golkar Punten Jokowi Boi Kendalohon Situasi Tingki On http://goo.gl/AZBz3s,positive
indolem-train-2416,petugas tiketing dohot panghobasion na asing tontu ndang boi mamutushon sandiri molo ndang adong instruksi kantor pusat. #kacauLionAir boi mambahen muruk,negative
indolem-test-742,latehian ma! nungga adong nampunasa (lakkopi) boasa songoni. unang sanga! ?? ? late by Afgan ? https://path.com/p/BZ6hB,negative
indolem-train-118,"Hamu na malungun muse mamereng ekting ni @RaffiAhmad  on link na Sumpa, Sitoho ekting nai bagak hian '''' LOVE IS CINTA '''': http://youtu.be/kkSTv4Dmlw4",positive
indolem-test-331,tagonan sarung battal rap siperei dilejen aroma harum...anso inda bau !!!,negative
indolem-train-248,Ala nuaeng au nungga madabu holong??? Pesan Cinta by Afgan ? https://path.com/p/3Fjp RH,positive
indolem-train-155,molo na asing i nga denggan nian tabo muse . saotik lao manambai sprei adong sotik  gotak. ale molo arga na nga pas,positive
indolem-train-1043,"au maido,tempatmu ro ~ ? sadis ngen afgan? http://path.com/p/3bDvAO",positive
indolem-train-1706,"Motor aha na bagak? ? motor ni halak, dang mahua molo so adong motor hu:) http://ask.fm/a/bqd68aeh",negative
indolem-train-3388,"Paotik hu pardalanan ta molo naeng ta bahen sada hata:  Sogo roha. Tumagon ma ta pili holong,  nang pe lao. #Fatwamalungun",negative
indolem-train-1280,Hurang ias ..... tv na sega sude...,negative
indolem-train-2080,"pade rap akan mancubo torus pesan room melalui airy,mudah-mudahan lobih tu jolo lobih pade buse,rap porlu diperhation juo room di hotel tarkadang kamar maridi aekna manggonang rap bau",negative
indolem-validation-254,"kamar ias rap nyaman,manganna minimalis,1 menu maido,aek milas inda marfungsi",negative
indolem-train-158,"songon dia ompung boru mananda ompung bawa?''' ''''tingki HK SBP'''''  ''''ompung bawa mu ganteng mamangke pahean batik'''''  ''''tingki i ompung boru mamboto,sahalak bawa.",positive
indolem-train-3131,"Paiashon podoman (godang rongit, sprei pe hormat)",negative
indolem-validation-80,#Golkar #ARB Surabaya agarik na parjolo diorai manginum si inumon na maralkohol http://bit.ly/1vSeujh,positive
indolem-validation-230,"siperei kusam,songon madung leleng.cet tembok kamar maridi madung malua lua",negative
indolem-train-577,dibotoho do anggo dipabiaso juguk tega siap mangan imada langka na dianjurkon so manghindari matcit maag.,positive
indolem-validation-225,Suami-Istri Kader PDIP Ngotot Maju Pilkada - http://JPNN.com  http://goo.gl/fb/Yo1Hs7  #KotawaringinTimur,negative
indolem-train-2070,"ndang ias, bilut paridianna godang obutna, aekna marbau. persediann parlengkapan maridi ndang adong,",negative
indolem-train-2131,"Guest house dang hea hu rekomendasihon lao marborngin dohot keluarga alana dang tarawat herana pemilikna dang olo peduli tu investasina, sprei dohot sarung bantal lubang-lubang tarbereng lusuh pasti nga i pakke martaon-taon, godang rongit..",negative
indolem-test-836,hurang sodap uap ni kamarna. dumenggan molo i baen pengharum ruangan ,negative
indolem-train-1713,"Biasana standard Airy cukup Denggan, kunjungan on kamarna porlu saotik improve standar haiason sian panorangan herana boi saotik lobi torang pakke teknologi lampu LED na ura lao patimbohon occupansi, jala dang Spoky, kamar na labbas alai dang porlu paremajaan...naeng mangida kamarna silahkan bereng i Youtube Alfalegro Jalan Jalan",negative
indolem-train-1427,"Tuhan ditikki di appehon ho roha hu , Hupangido unang appehon tu roha hu roha na salah. nga loja au rap nasida na ro baru lao muse:')",negative
indolem-train-966,"Ciyeeee panjumpang foto i haha..  With @borisbokir ???? #TVHost #Latenightshow #StandUpComedy #raffiahmad #ayudewi   Raffi Ahmad, Ayu Dewi, Tya Rosalina ? and Boris T Manullang",positive
indolem-train-582,"? jala sada langka na asing naeng di surat gabe sada haburjuaan di ibana, burju ditingki lao manag na lao mulak. ? (HR. Ahmad)",positive
indolem-train-955, Lao sian Arsenal dalan na denggan: http://goo.gl/fyqEnb  panjaga gawang na jago. #SpesialSuoerSoccer,positive
indolem-train-2751,"lambok hian ma, ale boasa dang boi di pakke wiffi na",negative
indolem-validation-51,Sekretaris Fraksi Demokrta : Haputusan ni Jokowi lao mangalehon hatorangan http://kriminalitas.com/news/detail/3260 ?,positive
indolem-train-438,cinta ima salah sada anugerah na dilehen Tuhan tu hita manusia.jagoma cinta sebelum cinta i kehe.,positive
indolem-test-146,Ulimu manaluhon sasude? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina ? https://path.com/p/4tpzgW,positive
indolem-train-2835,Bagak podoman na ale  denggan pangaladen na,negative
indolem-train-331,Motor Indonesia paling ekonomis 2015  #JktOtomotif http://ow.ly/JyZIm,positive
indolem-train-2779,"podoman dang sarupa di foto jormat hian, dang di rawat. dang sarupa na di foto dohot na sitoho na",negative
indolem-train-2518,"TIKKI BARU SAHAT HAPE DANG TARDAFTAR DOPE I HOTEL ON, SNACK DANG ADONG BE ATE? SOALNA DANG ADONG.",negative
indolem-train-1888,"Tikki masuk parjolo, kesan na dijalo ima dorun... Mohon maap, adong sariondon (eek) longkot dope dibibir ni kloset. Songo na so dipaias.. Dung i lam borngin, godang ipos ro,, mulana holan hu jaha do review sian app hombar jabu na mandok godang ipos, ndang porsea ahu. Alai gabe hudai sandiri,, jorbut hian,, modom gabe ndang renges..",negative
indolem-train-1630,"Tingki lao ho na huharahon holan sada.. Unang 'ro' be ho, molo naeng lao 'muse'. :)",negative
indolem-train-1184,wifina hurang denggan :)),negative
indolem-test-359,"langit di kamar adong dope sarang omo omo.,shower na hurang bagak.",negative
indolem-train-3095,"Sasintongna denggan do hotelna, labbas, bentukni tiap kamar hera bungalow sandiri-sandiri songoni, kolam renang i pudi pe ias ijo lambok hera na di gabbar. alai manajemenna hera baru dang ture dope. kamar dang siap tikki jam check-in mamette hampir sajom, sprei dohot kamar mandi kotor. complimentary airy box good adong minum, alat mandi, free snacks godang",negative
indolem-validation-47,di finlandia inda adong sistem ranking disikola.halai porcaya bahwa sude murid i seharusna rangking 1.,positive
indolem-test-938,adong beberapa kamar na AC na inda ngali,negative
indolem-validation-147,na markesan ukuran kamarna balaga. naporlu dipature saluran tu tangki closet pipana nasega. service pangaladenanna lobi dipanaek..,negative
indolem-train-1085,#RadjaInfo Syahrini Sengaja  Dang Mangido Laho tu Narame Tempat Umum http://goo.gl/fb/m0CUJc,negative
indolem-train-2608,Poros Muda Golkar: Pamarenta Australia Darodo - Republik Online http://dlvr.it/8fLnbZ,negative
indolem-train-2913,"Wi-Fi dang sahat tu kamar, aek panas dang mardalan",negative
indolem-train-3248,inda adong aek milas soppit pokotna biasa doma,negative
indolem-train-3308,"ditingki mamangke earphone, hurangi soara ni hp mu da, asa mangurangi resiko tu segani parbinegean  ta. #SMARTtips",negative
indolem-train-3431,"Fasilitas lengkap, holan spreyna gatal jala godang rongit.",negative
indolem-train-2948,Angka pejabat  PDIP Kota Tarakan di jumpai sisogot hian-Indopos http://go.gl/fb/38RucC,negative
indolem-train-2239,"Siprena rotap hira na adong bogas ni mudar. magigi hian,, Baru tarida na borngin ala di tutupi salimut. Kamar mandina rotap hurasa jarang di paias. Dang sarupa tu nadi foto. Mangecewahon.",negative
indolem-train-3492,Lagi paimahon marisa nasution insert arian marsahit & masuk penjara alanadang sikkola babana.,negative
indolem-train-2996,"kamar maridi nai dursun rap bau,bahat porkis dikamar makana inda bisa manaruh panganon sembarangan.pelayanan nai hurang pade ngen resepsionis rap pegawainai.fasilitas songon ac hurang ngali baru wifi inda bisa digunahon.au inda nakkan manginap disadun buse pokokna .",negative
indolem-test-916,"Nah, nungga mulai meret sian Weleri tu Kendal @kompascom: Demokrat Protes Pimpinan KPK Usulan SBY Ndang Dipillit Jokowi #AnyerPenarukan",negative
indolem-test-390,Inganan sian jalan kramat masuk dope gang gelleng gabe maol ditomuhon..plang goar airy ingkon dibahen di topi jalan kramat 5 asa mura ditomuhon. Aek las sipata boi sipata ndang.,negative
indolem-train-371,Dapot ho promo diskon 15% lao mangan di Solaria !http://ow.ly/JHWnP,positive
indolem-train-1863,"Rupiah tarsungkur,tudia jokowi effect kehe? http://bitly.com/1Dox5bU ",negative
indolem-train-2693,"ac hurang ngali,rakku harana madung tobang kalibnai....efekna kamar manjadi bau inda tabo...salobihna sih ok",negative
indolem-test-395,"AC dang ngali, paridian pe songik",negative
indolem-train-2615,"panghobasion burju hian jala lambok, sipanganon natupa, sae ma laho sarapan, siperei hurang ias, pintu biluk ndang boi di tutup. Dibaribana adong kupat tahu, tabo.. tingkathon muse haiasanna..",negative
indolem-train-1914,Ikkon adong do deal. Bukti na PDIP biasa sajo do Jokowi patuduhon Badrodin http://bit.ly/18b9YaF,negative
indolem-train-2117,Tribun: Syahrini Sengaja Ndang Manjalo Izin Laho Hariburan di Jolo Natorop: Natape mambahen Hariburan jala? http://dlvr.it/8g09zX #NewsToday,negative
indolem-train-3584,suasana menak..hotel dos budget.lokasi strategis hian di pusat legian.bilut paridian ok.haiason biluk dohot siperei hurang hian..perlengkapan maridi sian airy songon na bokas..tarlumobi sikat gigi na,negative
indolem-train-1485,ho nakkon maol maol mandao au leng hapal dalan giot kehe.,negative
indolem-train-620,"Wih keren ?? -joo""""@XXXArianaG: @Wgl_yadongrp malah unjung maligin naso pake baju di acara concert",positive
indolem-train-2152,Ima kader-kader pandillat umak banteng @semiaji_w: *Pakkatai on jongos i songon Sampah* PDIP Makilala Mega Dikriminalisasi http://www.jawapos.com./baca/artikel/13275/PDIP-Merasa-Mega-Dikriminalisasi?,negative
indolem-train-2015,"#Golkar #ARB gara-gara pemain protes wasit,west Ham didenda http://bit.ly/1vPnMfK",negative
indolem-train-2460,RI1nya @jokowi_do2 bukan @SBYudhoyono lho... @kompascom: Demokrat Protes Pimpinan KPK Usulan SBY inda Dipilih Jokowi http://kom.ps/AFploc,negative
indolem-train-204,rela ma demi manonton konserni afgan ditv inda malmingan tudia tudia (digolden paradise cilegon B2/03) ? https://path.com/p/25LkpF,positive
indolem-test-620,"Aek mohopna dang mohop hian, hu boan dakdanak kasian gabe pakke aek ngali",negative
indolem-train-1017,Pamajuan jam ni Singkola Dinilai Efektif Panaekho Parsiajaran ni murid http://bit.ly/1LHiWZf,positive
indolem-test-900,Ac na hurang ngali,negative
indolem-test-561,porcaya inda anggo kasus kekerasan inda hanya tarjadi disikola? bahkan di alam semesta hal soni adong http://ngi.cc/n2XI,negative
indolem-train-246,"Asingni umboto parhobason soundcheck, boi do hamu rap mangan #sheilaon7 jala berkesempatan masuk backstage :')",positive
