id,ind_text,tgt_text
emot-validation-192,"Untuk sebagian orang, lagu ini mungkin alay. Tapi ini lagu pertama yg ai bawain pake sound dan panggung yang lumayan bagus. I was nothing back then","Jang sabagian jelema, lagu ieu mungkin alay. Tapi ieu lagu pertama anu ai bawakeun pake sound jeung panggung anu lumayan alus. Abdi heunteu nanaon deui"
indolem-train-606,[Nasional] Diskon - Perindah Ruanganmu Dengan 3D Wall Clock Hanya Rp 175.000 http://gpon.co/udtxn,[Nasional] Diskon - Ngahias Kamar maneh Ku Jam Tembok Ngan Rp 175.000 http://gpon.co/udtxn
emot-train-457," berdesakan..bejubelan, di kRL adalah salah satu godaan dalam berpuasa.....apalagi d dpn nya ada wanita cantik sambil ngunyah tahu gejrot...hehe.."," padedet dedet..ngagimbung, di kRL nyaeta salah sahiji godaan dina puasa.....komo deui di hareup na aya awewe geulis bari ngagayeum tahu gejrot...hehe.. "
emot-train-2230,"Tadi lagi asik ngobrol sama temen-temen SMA terus terbersit di pikiran sendiri ""gimana ya aku nanti di alam kubur teman-temanku ini kan hanya fana"" serem banget pikiranku ini","Tadi keur asik ngobrol jeung babaturan SMA teras kabersit di pikiran sorangan ""kumaha nya simkuring engke di alam kubur babaturan simkuring ieu kan ngan fana"" sieun pisan pikiran simkuring ieu"
indolem-train-167,Yang terbaik pergi. Yang lebih baik datang. Rilek kawan.,Anu terbaik mangkat. Anu leuwih baik datang. Rilek kawan.
indolem-train-2685,Sinyal hp jelek. wifi juga terbatas,Sinyal HP butut. wifi oge kabatas
indolem-train-2734,kotor kamarnya. kamar mandinya juga. di laci kamat banyak puntung dan abu rokok yg tidak dibersihkan,kotor kaamrna. kamar mandina oge. di laci kamat loba puntung jeung abu rokok anu teu dibersihkeun
indolem-train-1333,"Zaman sekarang tuh mustahil banget kalo orang ga megang hp dalam 3 jam. Jadi kalo kamu ga dibales jg, ya itu sih sengaja diabaikan.","Jaman ayeuna teh mustahil pisan lamun jelema teu nyekel hape dina 3 jam. Jadi lamun maneh teu malesan oge, nya eta sih ngahaja teu dipalire."
indolem-train-1028,Anies Bawesdan: Sekolah Harus Jadi Taman yang Menyenangkan http://dlvr.it/8kz15H,Anies Bawesdan: Sakola Kudu Jadi Taman nu Pikaresepeun http://dlvr.it/8kz15H
indolem-train-2984,#News (Bongkar Hambalang) Demokrat Protes Pimpinan KPK Usulan SBY Tak Dipilih Jokowi http://dlvr.it/8dYkN0  #Assadiqulhaq,#News (Bongkar Hambalang) Demokrat Protes Pimpinan KPK Usulan SBY Teu Dipilih Jokowi http://dlvr.it/8dYkN0  #Assadiqulhaq
indolem-train-2131,"Guest house yang tidak akan pernah saya rekomendasikan untuk menginap bersama keluarga karena tidak terawat berkesan pemilik tidak mau tahu dengan investasinya, sprei dan sarung bantal lubang-lubang terlihat lusuh pasti sudah terpakai bertahun-tahun, banyak nyamuk.. ","Imah tamu nu moal kantos simkuring rekomendasikeun kangge nginep bareng kulawargi sabab teu karawat kesanna nu gaduh teu hayang apal ku investasina, sepre jeung sarung bantal bolong-bolong katinggali kumuh tangtu geus kapake mangtaunan, lobe reungit"
emot-train-3265,"Sy kira belum saatnya, beliau perlu learning experience dulu lah, biar betul matang. Ya jadi bupati/wali kota, gubernur, baru capres/wapres, apalagi usianya masih muda. Indonesia tdk boleh jadi coba2. [URL]","Urang sangka can waktuna, manehna perlu diajar pangalaman heula lah, meh asak bener. Nya jadi bupati/wali kota, gubernur, karek capres/wapres, komo deui usiana masih ngora. Indonesia ulah jadi coba-coba. [URL]"
emot-train-2731,"Bodoh bgt emang gue, telat sadar kalo menutup aurat itu ya gitu loh. Bodo amat mau lo d rumah lo sendiri, krn bisa aja ada tamu non mahram dateng. Atau tiba2 sepupu laki2 dateng.","Bodo pisan emang urang, telat nyadar lamun nutup aurot enya nya kitu lah. bodo teuing arek maneh di imah maneh sorangan, sabab bisa wae aya semah lain muhrim datang. atawa ngadadak dulur lalaki datang."
emot-test-8,jadi takut buat nikah...buat punya anak...takut kalo saya nikah saya ga bisa bahagiain pasangan...takut kalo punya anak nanti saya banding bandingin...,janten sieun kangge nikah...kangge gadus murangkalih...sieun lamun abdi nikah abdi teu tiasa ngabagjakeun pasangan...sieun lamun jaga gaduh murangkalih abdi banding-bandingkeun...
indolem-train-2314,bed cover dan sprei sepertinya jarang diganti. masi ad terlihat sisa rambut org sebelumnya.,simbut jeng sepre siga nu jarang digentos. masih aya katinggali sesa jalma saacanna.
indolem-train-3371,"Syuting Video Klip di Pasar Glodok, Syahrini Bikin Heboh http://bit.ly/19NuY7E ","Syuting Vidio Klip di Pasar Glodok, Syahrini Nyieun Riweuh http:bit.ly/19NuY7E"
indolem-train-2079,"Ada masa dimana cewek berada diposisi gak ngenakin. Mau pergi tapi masih sayang, mau bertahan tapi sakit hati. Dan itu pasti gak enak. :')","Aya masa timana awewe dikayaan teu ngeunah. Hayang mangkat tapi masih nyaah, hayang bertahan tapi nyeuri hate. Jeung eta pasti teu ngeunah. :')"
indolem-train-1199,Tidak nyaman kamar mandi bau ngga ada gantungan baju dan lingkunganya  berisik.,Teu nyaman kamar mandi bau euweuh gantungan baju jeung lingkunganna garandeng.
indolem-test-368,cuma air kurang lancar dan ac kurang dingin,ngan cai kirang lancar jeung ac kirang tiis
indolem-train-370,Perempuan Golkar Makassar Dibekali Ilmu Keprotokoleran: Pelatihan ini menampilkan narasumber? http://goo.gl/fb/TbBYix,Awewe Golkar Makassar Dibekelkeun Elmu Keprotokoleran: Pelatih ieu nampilkeun narasumber? http://goo.gl/fb/TbBYix
emot-train-1720,"Sepertinya tatanan transparansi MASALAH ANGGARAN di pemProf DKI TERTUTUP sejak Anis menjabat sebagai Gubernur. Setiap detik selalu ramai dng masalah ""PEMBELIAN BARANG SILUMAN"" # AHOK SANGAT FAIR TERHADAP MASALAH APAPUN MESKIPUN HARUS DI PENJARA","Sigana tatanan trasnparansi MASALAH ANGGARAN di pemprov DKI DITUTUP ti mimiti Anis ngajabat salaku Gubernur. Tiap detik sok rame ku masalah ""MEULI BARANG SILUMAN"" # AHOK ADIL PISAN NGEUNAAN MASALAH NANAON SANAJAN KUDU DI PENJARA"
emot-train-300,"sekarang baru ku mengerti teka teki mu kalimat indah tak pernah ku sadari, tulismu ku tak menyangka jatuh cinta semudah ini... kepada sahabat baru ku..~~","ayeuna simkuring karek ngartos tatarucingan anjeung kalimah endah teu kantos simkuring sadar, serat anjeun simkuring teu nyangki bogoh sagampang ieu... ka babaturan anyar simkuring..~~ "
indolem-train-39,Mobil Indonesia Paling Ekonomis 2015 #JktOtomotif http://ow.ly/JCESj,Mobil Indonesia Paling Ekonomis 2015 #JktOtomotif http://ow.ly/JCESj
emot-train-3236,"Wkwk lul dasar dinda, aku td liat chatnya astaghfirullah kalo aku pas mau buka udah degdegan waswas ngapain pagi2 kirim chat sebanyak itu","Wkwk lul dasar Dinda, urang tadi ningali obrolanna astaghfirullah lamun urang pas rek muka geus degdegan waswas rek naon isuk-isuk ngirim obrolan saloba eta"
indolem-train-1696,"kamarnya sempit, dan kamar mandi kurang bersih","kamarna heurin, jeung kamar mandi kurang bersih"
emot-train-3162,"Libur mulai tgl 12 - 19..masuk tgl 20... Dpt data tgl 11(itu pun klo selesai semua), laporan tgl 20... Trus kapan aku ngerjainnya???? . . Adek sedih bang...adek ga isa diginiin..adek masih belajar kuat ma bang dylan... [URL]","Libur ti kaping 12 - 19..asup kaping 20... Meunang data kaping 11(eta oge lamun rengse sadayana), laporan kaping 20... Terus iraha abdi ngerjakeunna???? . . Adek sedih bang...adek teu tiasa dikieukeun..adek diajar kuat keneh ka bang dylan... [URL]"
emot-train-3438,"Sejak saat itu, kamar ku nggak ku kasih kursi (biar si doi ngga duduk dikursi belajarku). Kalo tidur lampu harus nyala, karena ya gitu takut kalo tiba2 si doi muncul pas remang2 gitu.","Saprak keur eta, kamar urang teu ku urang bere korsi (ameh si doi teu diuk dikorsi diajar urang). Lamum sare lampu kudu hurung, sabab nya kitu sieun lamun ngadadak si doi nembongan pas remang-remang kitu. "
indolem-train-2835,Kamarnya bagus tapi pelayanannya tidak menyenangkan,Kamarna alus tapi pelayananna teu pikabungaheun
emot-train-1372,"model kecil tapi asal halal, bakal aja ada yang beli, bakal aja ada yang order, pas keliru bakal ada aja yang jujur. ""lu kata siapa ndri sotoy banget."" gue udah ngalamin sendiri, dari jualan pulsa dan kuoat internet 100 ribu doang. sekarang ketutup ongkos gue buat pp kerja.","modal leutik tapi asal halal, bakal wae aya nu meuli, bakal wae aya nu mesen,  pas leupat bakal aya we nu jujur. "" maneh teh saha ndri sotoy pisan."" simkuring geus ngalaman sorangan, tina icalan pulsa jeung kuota internet 100 rebu hungkul. ayeuna katutup ongkos simkuring kangge pp gawe"
emot-test-321,"aneh.... ada wanita dilecehin dan ngelawan, malah dibully... yang inilah itulah... tapi giliran dia atau ibunya, saudara perempuannya dilecehin.. ngamuknya kaya kesurupan setan se-neraka. dan yang bully korban banyaknya PEREMPUAN juga.. #ajaib #savewoman #SaveViaVallen","aneh.... aya awewe dilecehkeun jeung ngalawan, kalakah dibully... nu kieulah kitulah... tapi giliran manehna atawa indungna, dulur awewena dilecehkeun.. ngamukna siga kasurupan setan sa-naraka, jeung nu bully korban lolobanan AWEWE oge.. #ajaib #salametkeunawewe #SalametkeunViaVallen"
indolem-train-3124,pelayanan kurang ramah,pelayanan kurang someah
indolem-test-117,"Kamar nyaman, full ac, tv nyala meskipun tdk semua chanel, kamar mandi bersih, pelayanan ramah, delat sm tempat makan, tp kadang suka mati tiba2 listriknya, overall is good. Thankyou ","Kamar ngeunaheun, make ac, tv hurung sanajan saluran teu lengkap, kamar ibak bersih, palayanan hade, cakeut sareng tempat emam, hanjakal sok tiba-tiba pareum listrikna, kaseluruhan mah sae. Hatur nuhun"
indolem-train-3,"Setiap kali HP aku bunyi, aku selalu berharap itu dari kamu. :)?","Saban kali hape abdi disada, abdi sok ngarep eta teh ti anjeun. :)?"
indolem-train-581,"nyaman, pelayanan baik, bersih. hanya saja ada beberapa fasilitas yg kurang terawat spt kotak snack yg rusak. selebihnya perfect, ingin kesana lagi. ","ngeunaheun, palayananna alus, beresih. ngan aya babaraha fasilitas nu kurang diurus siga kotak jajanan ruksak. saleuwihna sampurna. hayang kadinya deui."
indolem-train-2234,hot shower tidak berfungsi,pancuran panasn teu berfungsi
indolem-test-142,Tips Sehat Makan Fast Food Dengan Cara Sehat #JktHealth http://ow.ly/JIofc,Tips Sehat Tuang Tuangeun Cepat Saji Nganggo Cara Sehat #JktHealth http://ow.ly/JIofc
emot-train-3408,jadi acc aku belom dikasih nomer hp. sedangkan temen aku pas mau ngasih nomer hpalah ke suspend permanen jadi aku hrs gmn? takut juga jadinya,"janten akun simkuring acan dibere nomer hp, padahal babaturan simkuring pas rek mere nomer hp alah kaeureunkeun salilana janten simkuring kudu kumaha? sieun oge jantena"
emot-train-927,"Make sure sebelum ngatain orang lain jelek, you lebih kece. Make sure sebelum ngatain orang lain tolol, you lebih cerdas. Make sure sebelum ngatain orang lain drama, you bukan orang yang baperan.","Pastikeun sateuacan nyauran jalma awon, anjeun langkung keren. Pastikeun samemeh nyebut batur bodo, anjeun leuwih pinter. Pastikeun sateuacan nyebut batur drama, anjeun sanes jalma anu baperan."
emot-test-383,[USERNAME] gue sayang banget banget banget kenapa ya kalo sama iKON baru kali ini rasanya ngestan yang bener bener sayang banget tapi kek kerasa disayaaaang balik banget sama merekanya. jadi aku makin sayang dan gabisa lepas. GIMANA JELASINNYA YA TAPI,[USERNAME] abdi nyaah pisan pisan pisan naha nya mun ka iKON nembe ayeuna rasana ngidolakeun nu bener-bener nyaah pisan tapi karasana jiga dipikanyaaaaah oge pisan ku maranehna. janteun abdi beuki nyaah jeung teu bisa leupas. KUMAHA NGAJELASKEUNA NYA TAPI
indolem-train-1979,"Service kebersihan kamar kurang bagus, bau asap rokok dari connecting door kamar sebelah.","Palayanan kaberesihan kamar kurang alus, bau hasep roko ti panto panghubung kamar sabeulah. "
indolem-train-1885,waktu di kamar mandi menemukan darah menempel di selang penyiram wc nya.,Waktos di kamar cai mendakan getih napel dina selang wcna.
indolem-train-155,untuk all overal bagus n nyaman playann juga baik. cuma sdkit mnambahi untuk sprei ada bekas noda. tp untuk hrga sgtu mantab,kangge kasaluruhan alus jeung nyaman palayanan alus oge. ngan saeutik nambahan kangge sepre aya tapak kotor. tapi kangge harga sakitu sae
indolem-train-3381,"Ketika pertama masuk kamar bau apek, untuk pengharum ruangannya tidak ada.","Pas mimiti asup ka kamar, bau hapeuk, pangsengit rohanganna teu aya."
indolem-train-896,SBY Ingin Demokrat Kembali Berjaya di Jawa Timur - Republika Online http://goo.gl/fb/B9wWL8  #Situbondo,SBY hayang Demokrat Balik deui Berjaya di Jawa Timur - Republika Online http://goo.gl/fb/B9wWL8  #Situbondo
indolem-train-2604,"Remote ac ga ada, bingung nyari mbanya malem2","Remot ac euweuh, lieur neang tetehna peuting2"
indolem-train-1302,"Bagus nyaman,  sayang waktu ak nginep kamar mandi nya bau bgt,  semoga lebih baik lg kedepan,  Recomended bgt","Alus nyaman, hanjakal pas urang mondok kamar mandina bau pisan, sugan leuwih alus deui kahareupna mah, Rekomendasi pisan"
emot-train-1283,"Hari ke enam dikota ketiga, dan sudah mulai terasa lelahnya kaki dan kangennya ngeliat mamah :/ hmm sampe lupa abon yg dibekelin kaga ke makan :D","Dinten ka genep di kota katilu, jeung tos mimiti ngaraos capena sampean jeung sono ninggali mamah:/ hmm dugi ka hilap di bahanan abon teu ka tuang :D"
indolem-train-664,Bulog Salurkan Raskin 2015 di Kantor Camat Darul Imarah http://ift.tt/1AYiYfL,Bulog Salurkeun Raskin 2015 di Kantor Camat Darul Imarah http://ift.tt/1AYiYfL
emot-train-696,"Tapi angin2an sih. Kadang ditindak, kadang enggak. Gak konsisten, jd gak fair. Siapa yg merasa gak fair, ya pmlik mbl yg pas parkir di situ, terus ditindak. Kitu sanes...??","Tapi angin-anginan sih. Kadang ditindak, kadang heunteu. Teu konsisten, jadi teu adil. Saha anu ngarasa teu adil, nya anu boga mobil anu pas parkir didinya, terus ditindak. Kitu lain...??"
indolem-train-684,"13-Misalnya menjaga kebersihan & kesehatan diri kita, menjaga agar jgn sampai kita meninggalkan sampah atau kotoran ke mana pun kita pergi.","13-Misalna ngajaga kaberesihan & kasehatan diri urang, ngajaga meh ulah nepi urang ninggalkeun sampah atawa kotoran ka mana wae urang indit."
emot-train-2687,"Gue punya Temen yg dibela-belain pinjem duwit ke kantor buat ""nyawer"" THR itu, PINJEM, UTANG Demi gengsi diantara keponakan, paman, tante, dan saudara2nya","Simkuring gaduh Babaturan nu dibelaan nginjem duit ka kantor kangge ""nyawer"" THR eta, NGINJEM, NGAHUTANG Demi gengsi antawis alo, amang, bibi, jeung dulur2na"
indolem-train-2470,"Kursi tidak bisa dipakai, malah dijadikan ganjalan meja. Toilet becek, AC berisik, kolong kasur kotor banyak sampah. ","Korsi teu bisa dipake, malah dijadikeun ganjel meja. Jamban cebrek, AC gandeng, kolong kasur kotor loba runtah."
indolem-train-2554,"Air kotor, lampu kamar terlalu redup, kamar mandi kurang bersih","Cai kotor, lampu kamarna reeuk teuing, kamar ibak kirang beresih"
indolem-validation-191,"kamarnya cukup nyaman,  namun diharapkan pelayanan service diperbaiki saja,  overall is good","kamarna cukup nyaman, ngan dipiharep pelananan service diomean weh. sakabehna mah alus."
indolem-train-1060,Kalau pengen nangis. Dengeri lagu ini aja ?? ? Untukmu Aku Bertahan by Afgan ? https://path.com/p/3SPykx,Lamun keur hayang ceurik mah. Dengekeun tembang ieu weh ?? ? Untukmu Aku Bertahan ku Afgan ? https://path.com/p/3SPykx
indolem-train-608,"Sy menginap 4 N,  jatah snack dan perlengkapan mandi (sabun dll)  hanya di berikan saat hari pertama C in. Utkbkebersihan & sarapan ok","Abdi mondok 4 wengi, jatah jajanan jeung perlengakap mandi (sabun jeung sajabana) ngan di pasihan pas poe mimiti asup. Kangge kaberesihan & sarapan hade"
indolem-train-894,Princess pasti akan menemukan pangerannya yang entah kapan datangnya? ? Jodoh Pasti Bertemu by Afgan (w/ Inez) ? https://path.com/p/4zQrs6,Princess pasti bakal manggihan pangeranna anu teu apal datangna ti mana? ? jodoh Pasti Bertemu ku Afgan (urang jeung Inez) ? https://path.com/p/4zQrs6
emot-train-3337,"Paling mlz klo udh ngliat org ngomong komen dll kyk udh bener suci atas ampe bawah tp zonk :)) ntr klo nyinyir jawabnya ""berhijrah itu mudah kok, cmn istiqomahnya yg susah"" iyee pahamm,intinya eneg aja jilbab an kok musiman dlu kemane? Ke mall? Clubbing? . *Curhatanpenuh*sorry","Paling hoream lamun geus nempo jelema ngomong komen jeung lainna siga geus bener suci luhur nepi handap tapi zonk :)) engke lamun nyindir jawabna ""hijrah eta babari da, ngan istikomahna nu hese"" nyaa pahamm, intina neng make tiung geuning musiman baheula kamana? ka mall? Clubbing? . *Keluhanpinuh*hampura"
emot-train-1891,Dimohon jangan paksa saya buat include dmn. Harap sopan dan jelas kalo mau bo jangan labil! Gajelas will be block!!!!!!! Tentu saja yg sudah taatin rule saya utamakan,Dipihatur tong maksa simkuring kangge kaasup di mana. Dipihatur sopan jeung jelas lamun hoyong mesen tong labil! Teu jelas bakal diblok!!!!!!! Tangtu we nu geus nurut aturan simkuring ngutamakeun
indolem-train-2641,"bedsheet kotor penuh noda, tampak seperti tidak pernah dicuci. handuk putih sudah menguning. bantal (selain biru kotak merk airy) tidak disarung. kesan: kotor!","sepre kotor pinuh kotoran, kaciri siga teu kantos diseuseuh. anduk bodas geus ngoneng. bantal (sajaba ti biru kotak merek airy) teu disarung. kesan: kotor! "
emot-test-360,Kalau begal bagaimana pak polisi ? Terus pelaku nya kerusuhan tersebut apa hanya di bubarkan saja ? Kenapa tidak tembak mati saja. Agar jera tidak lakukan lagi.trims [URL],Lamun begal kumaha pa pulisi ? Teras palaku karusuhanba naha ngan di bubarkeun hungkul ? Naha teu ditembak paeh we. Ameh kapok teu ngalakukeun deui.hatur nuhun [URL]
indolem-train-2247,"18 persen mobil merah banyak yang menjadi korban kotoran burung, karena warna merah adalah warna favorit burung untuk membuang hajat.","18 persen mobil beureum jadi korban kokotor manuk, sabab beureum mangrupa warna kasukaan manuk keur miceun cai."
emot-test-26,Kecerian Bersama Teman-teman BARU itu sangat Mengasikkan. . #KeluargaBaru . Salam Gowes [USERNAME] [URL] republiksepeda mtb_indo bikestable [USERNAME] gowesnusantara gowes_holic,Kabungahan Jeung Babaturan ANYAR teh asik pisan. . #KulawargaAnyar . Salam Gowes [USERNAME] [URL] republiksepeda mtb_indo bikestable [USERNAME] gowesnusantara gowes_holic
indolem-test-748,Penumpang Lion Air Terlantar http://bit.ly/1LlT2Mp  #Golkar #ARB,Panumpang Lion Air Kalantar http://bit.ly/1LlT2Mp #Golkar #ARB
indolem-train-3024,"Kelemahan game di HTML5 kadang kadang gak smooth kalo dimainin di handphone, tergantung seri hp-nya - Aditya Anwar","Kalemahan kaulinan dina HTML5 nyaéta kadang-kadang henteu lancar lamun dipake dina hp, gumantung kana seri hp na - Aditya Anwar"
emot-train-266,umur 9thn omongan kaya tante2 45thn -_-gue lebih suka sama bocah sd yang masih culun dan polos,umur 9taun omonganna siga ibi-ibi 45taun -_-urang leuwih resep ka budak sd nu masih culun jeung polos
emot-train-585,Dr minggu kmrn menyebalkan.. eh hri ini lagi ada tambahan.. janjian jam 10 eh lah kok malah jek antri nang BRI iki piye to..? Ku kesel deeh..,Ti minggu kamari pikasebeleun.. eh poe ieu aya deui tambahan.. janjian tabuh 10 eh lah naha kalakah jek antri hayang ka BRI ieu kumaha nya..? Simkuring keuheul deeh..
emot-train-832,"#Muktamar18IMM kali ini agaknya merupakan Muktamar yg 'keren'. Muktamar yang 'sadar' jaman. Terlihat dengan pemaksimalan website dan media internet lainnya. Dari countdown acara, regustrasi peserta sampai pendaftaran Formatur. Keren!","#Muktamar18IMM ayeuna rada mangrupakeun Muktamar anu 'keren'. Muktamar anu 'sadar' jaman. Katingali dina kamaksimalan website jeung media internet sejenna. Di perhitungan acara, registrasi peserta nepi ka pendaftaran formatur. Keren!"
indolem-train-2688,"kamar baik, kamar mandi bau agak tak sedap. sinyal wifi agak susah karna kamar di ujung.","kamar alus, kamar mandi bau rada teu sedep. sinyal wifi rada hese kusabab kamar di ujung."
emot-validation-112,"[USERNAME] Tolong mengerti, modal gue tidak sebanyak itu ahaha. Terus kepikiran kata Kak Zha ""saving buat encore di Korea"". Aku galaoooo T_T","[USERNAME] Tulung ngartos, modal simkuring teu saloba eta ahaha. Tuluy kapikiran ceuk Teh Zha ""simpen keur encore di Korea"". Simkuring galaoooo T_T"
emot-train-478,"Kalo udah sayang beneran itu mau dihadapkan sama cowok yang lebih tajir +++, ganteng +++, pinter +++, serba +++, dll itu pasti bakalan tetep ga mau berpindah","Lamun geus nyaah beneran teh rek dihadapkeun jeung lalaki anu leuwih beunghar +++, kasep +++, pinter +++, serba +++, jsb eta pasti bakalan tetep moal daek pindah"
emot-validation-342,Jika orang tuamu tau kamu diperlakukan seperti itu oleh pacarmu mungkin mereka tidak akan membiarkan kamu dengan lelaki itu.. di caci maki di pukul di tendang di tempat umum ... Mending tinggalin aja cowok gt mah,Lamun kolot maneh apal maneh diperlakukan siga kitu ku kabogoh maneh mereunan maranehna moal ngantep maneh jeung lalaki eta.. di carekan di teunggeul di tajong di tempat umum ... Mending tinggalkeun wae lalaki kitu mah
emot-train-2176,"sayang lo selalu karna gga dda yg bsa gantiin lo walaupun lo bkan milik gw lgi gw kan tetep sayang sama lo ,, gw lebih sayang sma lo dibandingin rsa sayang gw ke cowo gw","nyaah anjeun sok kusabab teu aya anu bisa ngagantikeun anjeun sanajan anjeun sanes milik abdi deui abdi kan tetep nyaah ka anjeun,, abdi leuweih nyaah anjeun dibandingkeun rasa nyaah abdi ka kabogoh abdi"
emot-test-291,"Ada rasa damai saat ku melihat matamu,Ada rasa nyaman saat kau berada disampingku Kau mewarnai hari2ku,membuatku kembali ceria Kini semua sirna,kau tinggalkn luka,Kau pergi membawa separuh jiwaku,Pantaskah kau tuk ku tangisi ? EeeAaa #EfekKebanyaknBacaNovel","Aya rasa tegtram pas abdi nempo panon anjeun,Aya rasa nyaman pas anjeun aya di sisi abdi Anjeun ngwarnaan dinten-dinten abdi,nyieun abdi bagja deui Ayeuna sagalana leungit,anjeun ninggalkeun nyeri,Anjeun indit mawa saparo jiwa abdi,Naon anjeun pantes diceurikan ku abdi ? EeeAaa #EfekLobaTeuingMacaNovel"
emot-validation-70,Menurutmu apakah ketika seseorang selalu muncul dipikiran kita dan selalu terbayang dipikiran kita serta selalu kita bicarakan dan tulis dibuku diary adalah seseorang yang sudah membuat kita jatuh cinta? iyaaa bisa jadi [URL],Saur anjeun naha nalika batur sok bijil dina pikiran urang sareng salawasna aya dina pikiran urang sareng urang sok ngomongkeun jeung nyerat dina buku harian mangrupikeun jalma anu tos ngajantenkeun urang bogoh? enyaaa bisa jadi [URL]
indolem-train-2814,"Bikin video klip, Syahrini pakai konsep absurd http://bit.ly/1GdDU0O  #beritaterkini","Ngieun vidio klip, Syahrini make konsep absurd http://bit.ly/1GdDU0O #wartapalinganyar"
emot-train-1450,"pelajaran juga buat para pemain bola yang lain, biar lo ga sembarangan sama perempuan. ga usah berasa kalian punya kontol paling bagus di dunya ini, sehingga kalyan sebebas itu merasa tak ada perempuan yg bisa nolak, apalagi speak up ketika merasa dilecehkan kalyan.","palajaran oge jang pamaen bola nu lain, supaya maneh teu sambarangan ka awewe. teu kudu ngarasa maraneh boga kontol paling alus di dunya ieu, jadina maraneh sabebas eta ngarasa eweuh awewe nu bisa nolak, komo ngomong sabab ngarasa dilecehkeum maraneh. "
emot-train-560,"Kamu belum lahir bong, tanya sama mak mu... Biar jelas.... PKI itu zaman SOEKARNO BONG berlanjut ke ORBA Lalu di basmi, bisa jadi salahsatunya keluargamu ya??","Maneh can babar bong, tanyakeun ka indung maneh... Meh jelas.... PKI teh zaman SOEKARNO BONG nuluy ka ORBA Terus di basmi, bisa jadi salah sahijina kulawarga mane nya??"
indolem-train-3436,"Oh, usul tah? Dah ngacung blum? Ga kliatan X @kompascom: Demokrat Protes Pimpinan KPK Usulan SBY Tak Dipilih Jokowi http://kom.ps/AFploc ","Oh, usul tah? Geus ngacung acan? Teu katingali X @kompascom: Demokrat Protes Pingpinan KPK Usulan SBY Teu Dipilih Jokowi http://kom.ps/AFploc "
indolem-train-3304,"closet nya rusak kamar mandi tidak bersih lemari sudah jamuran, tidak bersih alas tempat tidur kotor banyak nyamuk ","closetna rusak kamar mandi teu beresih lomari tos bulukan, teu beresih tilam kasur kotor loba reungit"
indolem-train-3222,"tidak ada sarapan,kamar tidak sesuai ekspentasi,kamar mandi sangat buruk","euweuh sasarap,kamar teu saluyu harepan,jamban butut pisan"
emot-train-326,"5. masa depannya nggak jelas. lha iya, gimana mau jelas coba? lulusan seni, bisanya cuma nari, mau kerja apa? nari-nari doang. berapa sih, penghasilannya penari? kerja juga gak tetap~ #dontdateadancer","5. masa depanna henteu puguh. nya heeh, kumaha arek puguh coba? lulusan seni, bisana ngan joged, arek gawe naon? joged-joged hungkul. baraha sih, panghasilanna panari? gawe oge teu neteup~ #tongbobogohanjeungpanari"
emot-validation-41,"kemarin, udah beneran giveup sama dasnut. 7materi+soal quiz. cuman belajar quiz, dan lainnya cuman sekedar baca dan ga masuk otak. udah beneran cuman modal doa,pasrah. sampe bener2 pusing karna flu juga. pas dapet soal dan tau soalnya, mo nangis.","kamari, geus beneran nyerah ka dasnut. 7materi+soal kuis. ngan diajar kuis, jeung nu sejenna ngan wungkul maca jeung teu asup kana otak. geus beneran ngan modal doa,pasrah. nepi bener-bener lieur sabab flu oge. pas meunang soal jeung apal soalna. hayang ceurik."
indolem-train-263,Terimakasih cinta untuk segalanya. ? Terima Kasih Cinta by Afgan ? https://path.com/p/mGfgQ,Hatur nuhun cinta kangge sagalana. ? Terima Kasih Cinta ku Afgan ? https://path.com/p/mGfgQ
emot-train-2857,"Ujung2nya duit maning, duit maning, emang ada tuu duitnya? Buat bayar THR aja daerah yg disuruh bayar pake APBD nya.. haiyaaah... [URL]","Tungtungna mah deuit deui wae, emangna aya etaa duitna? Jeung mayar THR wae ge daerah nu dititahan mayar make APBDna.. haiyaaah... [URL]"
emot-train-2560,"Keberanian terbesar seorang laki-laki adalah pada saat ia berani datang ke rumah gadis yg disukainya, kemudian duduk berhadapan langsung diantara suguhan #kopi [URL]","Kawani pangbadagna lalaki nyaeta nalika manehna wani datang ka imah budak awewe anu dipikaresepna, tuluy diuk pahareup-hareup antara sugahan #kopi [URL]"
emot-train-715,"[USERNAME] LU KIRA SEMUA ORANG PAS NGENTOT SADAR DIKELUARIN DIDALEM, PAS LAGI ENAK-ENAKNYA SEMPET GTU MIKIR KELUAR DIDALEM APA ENGGAK YA? ANJIR INI GUA JADI DARAH TINGGI MASA :(","[USERNAME] MANEH PIKIR KABEH JALMA PAS NGENTOT SADAR DIKALUARKEUN DIJERO, PAS KEUR NGEUNAH-NGEUNAHNA BAKAL KAPIKIRAN KITU KALUAR DIJERO ATAU HENTEU NYA? ANJIR IEU KURING JADI DARAH TINGGI MAENYA :( "
emot-train-3043,Nah itu yg sy gak ngerti. Tp sy bayangkan mungkin sulit jg melototi APBD dari gub lama oleh gub baru secara rinci... **untung sy bukan gubernurnya baik lama maupun yg baru. [URL],Nah eta nu urang teu ngarti. Tapi urang ngabayangkeun meureun hese oge molototan APBD ti gubernur baheula ku gubernur anyar sacara rinci... **untung urang lain gubernurna boh baheula atawa nu anyar. [URL]
